"","doc_id","sentence","token","upos","Entity"
"16452","doc2064","help grow twitter account quicklyso can enjoy virtual life friends get usukcanada others nation friends","account","NOUN","Profession"
"16468","doc2065","principal engineerestimator miningcivil global mining cost analyst","mining","NOUN","Profession"
"16470","doc2065","principal engineerestimator miningcivil global mining cost analyst","analyst","NOUN","Profession"
"16486","doc2067","contrarian curmudgeon entp motto laissez faire laissez passer influenced sun tzu da vinci machiavelli darwin skinner mises hayek thomas szasz","vinci","NOUN","Organization"
"16538","doc2074","sr manager sales training wewontstop ufareyouwithus uf designeddeliver","manager","NOUN","Profession"
"16539","doc2074","sr manager sales training wewontstop ufareyouwithus uf designeddeliver","sales","NOUN","Profession"
"16540","doc2074","sr manager sales training wewontstop ufareyouwithus uf designeddeliver","training","VERB","Profession"
"16548","doc2075","easy get along friendly loving","friendly","ADJ","Personality"
"16549","doc2075","easy get along friendly loving","loving","NOUN","Personality"
"16551","doc2076","writterjournalist social worker atpo malkangiri odisha india govt high school nuapadaganjamodisha india","social","ADJ","Profession"
"16552","doc2076","writterjournalist social worker atpo malkangiri odisha india govt high school nuapadaganjamodisha india","worker","NOUN","Profession"
"16559","doc2076","writterjournalist social worker atpo malkangiri odisha india govt high school nuapadaganjamodisha india","school","NOUN","Profession"
"16602","doc2082","love wrestling fan years video games add xbox live angrykwyjibo","wrestling","VERB","Hobbies"
"16605","doc2082","love wrestling fan years video games add xbox live angrykwyjibo","video","NOUN","Profession"
"16606","doc2082","love wrestling fan years video games add xbox live angrykwyjibo","games","NOUN","Hobbies"
"16614","doc2083","bull gatorfinish strong sports medicine passions","sports","NOUN","Hobbies"
"16646","doc2090","wll fuck good thing u let m","good","ADJ","Personality"
"16708","doc2097","samson mbunyi laikipia university student biochemist born clinging old rugged cross first saw light burdens rolled away","university","NOUN","Profession"
"16709","doc2097","samson mbunyi laikipia university student biochemist born clinging old rugged cross first saw light burdens rolled away","student","NOUN","Profession"
"16710","doc2097","samson mbunyi laikipia university student biochemist born clinging old rugged cross first saw light burdens rolled away","biochemist","NOUN","Profession"
"16742","doc2101","good goose also good gander wwwaneleconetgmailcom","good","ADJ","Personality"
"16745","doc2101","good goose also good gander wwwaneleconetgmailcom","good","ADJ","Personality"
"16748","doc2102","creative professional recording arts legal studies business admin problack hip hop httpstconijdcolkn","creative","ADJ","Personality"
"16749","doc2102","creative professional recording arts legal studies business admin problack hip hop httpstconijdcolkn","professional","ADJ","Profession"
"16751","doc2102","creative professional recording arts legal studies business admin problack hip hop httpstconijdcolkn","arts","NOUN","Hobbies"
"16752","doc2102","creative professional recording arts legal studies business admin problack hip hop httpstconijdcolkn","legal","ADJ","Profession"
"16754","doc2102","creative professional recording arts legal studies business admin problack hip hop httpstconijdcolkn","business","NOUN","Profession"
"16761","doc2103","youngeducatedsmart funny brokeufuff","funny","ADJ","Personality"
"16763","doc2104","medical student bangladesh blood group positive","medical","ADJ","Profession"
"16764","doc2104","medical student bangladesh blood group positive","student","NOUN","Profession"
"16807","doc2108","student international developmentcurrently serving united states peace corps eswatini youth development sector uffuffuffauff","student","NOUN","Profession"
"16817","doc2108","student international developmentcurrently serving united states peace corps eswatini youth development sector uffuffuffauff","development","NOUN","Profession"
"16820","doc2109","student insurance inc specializes insurance colleges k students","student","NOUN","Profession"
"16821","doc2109","student insurance inc specializes insurance colleges k students","insurance","NOUN","Profession"
"16824","doc2109","student insurance inc specializes insurance colleges k students","insurance","NOUN","Profession"
"16839","doc2113","field officer ministry feadral education ptt govt pakistan","field","NOUN","Profession"
"16840","doc2113","field officer ministry feadral education ptt govt pakistan","officer","NOUN","Profession"
"16843","doc2113","field officer ministry feadral education ptt govt pakistan","education","NOUN","Profession"
"16857","doc2115","c profit organization make films videos fight social justice","social","ADJ","Profession"
"16863","doc2117","lobbyistgovernment affairs professional linebarger goggan blair sampson llp opinions","affairs","NOUN","Profession"
"16864","doc2117","lobbyistgovernment affairs professional linebarger goggan blair sampson llp opinions","professional","ADV","Profession"
"16874","doc2118","freelance craftsman contractor entrepreneur sauna enthusiast seip llc httpstcowxhgfjhj","entrepreneur","NOUN","Profession"
"16895","doc2119","german filmmaker activist walked paris berlin raise awareness refugee children can buy vw bus accompanied ebay","ebay","PROPN","Organization"
"16900","doc2122","griez magic eyes","magic","NOUN","Hobbies"
"16902","doc2123","wrestling words laundry author crown phoenix steampunk series httptcotzfdrwthiq scbwi","wrestling","VERB","Hobbies"
"16905","doc2123","wrestling words laundry author crown phoenix steampunk series httptcotzfdrwthiq scbwi","author","NOUN","Profession"
"16916","doc2125","aspiring doctor football enthusiast social media addictbarcelonas loyal fun dm ill tell rest","doctor","NOUN","Profession"
"16917","doc2125","aspiring doctor football enthusiast social media addictbarcelonas loyal fun dm ill tell rest","football","NOUN","Hobbies"
"16919","doc2125","aspiring doctor football enthusiast social media addictbarcelonas loyal fun dm ill tell rest","social","ADJ","Profession"
"16920","doc2125","aspiring doctor football enthusiast social media addictbarcelonas loyal fun dm ill tell rest","media","NOUN","Profession"
"16922","doc2125","aspiring doctor football enthusiast social media addictbarcelonas loyal fun dm ill tell rest","loyal","ADJ","Personality"
"16928","doc2126","music calms mind just antidote","music","NOUN","Hobbies"
"16934","doc2127","longtime musician veteran gamer fulltime pursuer dreams","musician","NOUN","Profession"
"16966","doc2130","parliamentary assistant stuartmcdonald thesnp immigration spokesperson glasgowlondon views","assistant","NOUN","Profession"
"16969","doc2130","parliamentary assistant stuartmcdonald thesnp immigration spokesperson glasgowlondon views","immigration","NOUN","Profession"
"16976","doc2131","im full stack web developer upwork fiverr","web","NOUN","Profession"
"16977","doc2131","im full stack web developer upwork fiverr","developer","NOUN","Profession"
"16996","doc2133","thought leader elections democracy governance ceo emcaafrica elections management consulting agency africa facebook linkedin","management","NOUN","Profession"
"17000","doc2133","thought leader elections democracy governance ceo emcaafrica elections management consulting agency africa facebook linkedin","facebook","NOUN","Organization"
"17029","doc2134","r e s t o r e r e p u r p o s e r e u s e one girls trash another girls new project","project","NOUN","Profession"
"17034","doc2137","play magic gathering love wrestling family friends best","magic","NOUN","Hobbies"
"17037","doc2137","play magic gathering love wrestling family friends best","wrestling","VERB","Hobbies"
"17041","doc2138","proud african tangible vision aiming high hand work","proud","ADJ","Personality"
"17049","doc2139","movement stop modern days tyranny vote wisely nigeriauffufecmust great atiku obi presidentuffufecuffufec","movement","NOUN","Profession"
"17051","doc2139","movement stop modern days tyranny vote wisely nigeriauffufecmust great atiku obi presidentuffufecuffufec","modern","ADJ","Hobbies"
"17084","doc2142","marketing social media enthusiast adventure travels coffee swim bike run ambassador puremotionsport md social pty ltd","marketing","NOUN","Profession"
"17085","doc2142","marketing social media enthusiast adventure travels coffee swim bike run ambassador puremotionsport md social pty ltd","social","ADJ","Profession"
"17086","doc2142","marketing social media enthusiast adventure travels coffee swim bike run ambassador puremotionsport md social pty ltd","media","NOUN","Profession"
"17097","doc2142","marketing social media enthusiast adventure travels coffee swim bike run ambassador puremotionsport md social pty ltd","social","ADJ","Profession"
"17105","doc2143","devoted husband father year fire service emergency services professional avid golfer division director fema tweets","service","NOUN","Profession"
"17108","doc2143","devoted husband father year fire service emergency services professional avid golfer division director fema tweets","professional","ADJ","Profession"
"17112","doc2143","devoted husband father year fire service emergency services professional avid golfer division director fema tweets","director","NOUN","Profession"
"17119","doc2144","phd physics freelancer currently writing loudmagazine thing called nether like metal way like coffee sportingcp fan","writing","VERB","Hobbies"
"17139","doc2147","providing quality education meet st century needs","quality","NOUN","Profession"
"17140","doc2147","providing quality education meet st century needs","education","NOUN","Profession"
"17161","doc2149","sport business management","business","NOUN","Profession"
"17162","doc2149","sport business management","management","NOUN","Profession"
"17172","doc2152","conservative maga racists keep racist narratives alive arrest rioters wipe islamic extremists","racist","ADJ","Personality"
"17184","doc2155","honest every moment life","honest","ADJ","Personality"
"17190","doc2156","eu constitutional lawyer tweets strictly personal rt endorsement","lawyer","NOUN","Profession"
"17197","doc2157","kutztown university","university","NOUN","Profession"
"17203","doc2158","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","graphic","ADJ","Profession"
"17204","doc2158","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","designer","NOUN","Profession"
"17205","doc2158","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","web","NOUN","Profession"
"17206","doc2158","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","designer","NOUN","Profession"
"17210","doc2158","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","experience","NOUN","Profession"
"17211","doc2158","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","field","NOUN","Profession"
"17214","doc2158","hello im popy rahaman im graphic designer web designer almost two years experience field complete graduation accounting","accounting","NOUN","Profession"
"17222","doc2160","hi iam professional seo expert dhakabangladeshseo passion","professional","ADJ","Profession"
"17234","doc2162","patriot wwgwga stablegenius maga pain qarmy moves ahead promises made promises kept deplorable gunclinger part get wqrd","patriot","PART","Personality"
"17256","doc2163","ig odykezie dimohachi ii eco friendly architectural environmental enthusiast foodie eco african","friendly","ADJ","Personality"
"17257","doc2163","ig odykezie dimohachi ii eco friendly architectural environmental enthusiast foodie eco african","architectural","ADJ","Profession"
"17258","doc2163","ig odykezie dimohachi ii eco friendly architectural environmental enthusiast foodie eco african","environmental","ADJ","Profession"
"17260","doc2163","ig odykezie dimohachi ii eco friendly architectural environmental enthusiast foodie eco african","foodie","NOUN","Personality"
"17266","doc2165","cmo eventmobi technology lover science fiction nerd environmentally sensitive mom three","technology","NOUN","Profession"
"17272","doc2165","cmo eventmobi technology lover science fiction nerd environmentally sensitive mom three","sensitive","ADJ","Personality"
"17302","doc2168","mentallyill ufa spiritual uf rapper ufa taurus u jokester uf real ufaf illuminati uf occult ue naughty uf pieceofshit ufa followme ufd followback uff tao uf","naughty","NOUN","Personality"
"17330","doc2172","food scientist chelsea","food","NOUN","Profession"
"17331","doc2172","food scientist chelsea","scientist","NOUN","Profession"
"17349","doc2174","mom chayla ian writer soul lover life","writer","NOUN","Profession"
"17355","doc2175","faculty front office iihm pune","office","NOUN","Profession"
"17361","doc2177","uffauffhere support president donald trump realdonaldtrump maga gop vets constitution buildthewall will follow back patriots ufufbuf","support","NOUN","Profession"
"17384","doc2179","ftm uf selfmade fitness flexx kitchen thisiswhattranslookslike","fitness","NOUN","Profession"
"17388","doc2180","building sustainable fabric accessory businesses north american markets","building","NOUN","Profession"
"17402","doc2181","thala veriyan msd fan yuvanani love temple city madurai believe never ever give","temple","NOUN","Religion"
"17427","doc2185","utomik director marketing communication games","director","NOUN","Profession"
"17428","doc2185","utomik director marketing communication games","marketing","NOUN","Profession"
"17430","doc2185","utomik director marketing communication games","games","NOUN","Hobbies"
"17449","doc2189","keep calm","calm","ADJ","Personality"
"17459","doc2191","transplan canadian professional traffic transportation engineering company creates thoughtful plans movement urban environments","professional","ADJ","Profession"
"17460","doc2191","transplan canadian professional traffic transportation engineering company creates thoughtful plans movement urban environments","traffic","NOUN","Profession"
"17462","doc2191","transplan canadian professional traffic transportation engineering company creates thoughtful plans movement urban environments","engineering","NOUN","Profession"
"17463","doc2191","transplan canadian professional traffic transportation engineering company creates thoughtful plans movement urban environments","company","NOUN","Profession"
"17465","doc2191","transplan canadian professional traffic transportation engineering company creates thoughtful plans movement urban environments","thoughtful","ADJ","Personality"
"17467","doc2191","transplan canadian professional traffic transportation engineering company creates thoughtful plans movement urban environments","movement","NOUN","Profession"
"17477","doc2193","motor noter petrol head rally nut editor evoindia fastbikesindia msportindiamag road evo car year special feb <U+393C><U+3E31>","editor","NOUN","Profession"
"17491","doc2194","queenmum passionate family friends humor life business women founder lichthouse businessllc","passionate","ADJ","Personality"
"17496","doc2194","queenmum passionate family friends humor life business women founder lichthouse businessllc","business","NOUN","Profession"
"17502","doc2195","discipleship social advocacy politics communications travel humour writing ii technology media","social","ADJ","Profession"
"17504","doc2195","discipleship social advocacy politics communications travel humour writing ii technology media","politics","NOUN","Hobbies"
"17508","doc2195","discipleship social advocacy politics communications travel humour writing ii technology media","writing","NOUN","Hobbies"
"17510","doc2195","discipleship social advocacy politics communications travel humour writing ii technology media","technology","NOUN","Profession"
"17511","doc2195","discipleship social advocacy politics communications travel humour writing ii technology media","media","NOUN","Profession"
"17513","doc2196","one loyal fan dallas mavericks esports skt","loyal","ADJ","Personality"
"17537","doc2198","president gustavo inc brand consultant merchantufe follow xflixofficial ig","brand","ADJ","Profession"
"17538","doc2198","president gustavo inc brand consultant merchantufe follow xflixofficial ig","consultant","ADJ","Profession"
"17547","doc2199","illeniumuf chill vibes edm music need wonkyuffuffcuf uf ufblysachristine","music","NOUN","Hobbies"
"17556","doc2200","jeremiah also known rhawkets internet twitch discord moderator several channels servers subscribe pewdiepie","internet","NOUN","Hobbies"
"17574","doc2202","political commentary unapologetic left liberal proud pseudosecularantiislamistantihinduvta human extremists either side stay away","political","ADJ","Profession"
"17579","doc2202","political commentary unapologetic left liberal proud pseudosecularantiislamistantihinduvta human extremists either side stay away","proud","ADJ","Personality"
"17588","doc2203","reconnect nature<U+393C><U+3E32>s rhythms homes make planet healthier radical sustainability delivered nodeforgood liveradically","nature","NOUN","Profession"
"17629","doc2209","exjamict consultantpolitical enthusiastswritereditornational political observer","political","ADJ","Profession"
"17662","doc2213","just open minded individual whos always learning","learning","VERB","Profession"
"17664","doc2214","make music stuff discord jetdarc","music","NOUN","Hobbies"
"17679","doc2218","crazy ufc bold ufuf","crazy","ADJ","Personality"
"17685","doc2219","cafe track market square northampton serving range delicious food drink helping create opportunities sbswinners","market","NOUN","Profession"
"17686","doc2219","cafe track market square northampton serving range delicious food drink helping create opportunities sbswinners","square","NOUN","Organization"
"17691","doc2219","cafe track market square northampton serving range delicious food drink helping create opportunities sbswinners","food","NOUN","Profession"
"17702","doc2221","sports","sports","NOUN","Hobbies"
"17703","doc2222","progressive feminist educator girl mom kids matter us resist resistance","progressive","ADJ","Organization"
"17720","doc2224","mom kids son heaven daughter college democrat tn vols fan trump whoufbluewave coming","college","NOUN","Profession"
"17732","doc2225","residential voluntary health care support elders peace heaven gives rewards","support","NOUN","Profession"
"17746","doc2227","banker appreciative every little thing happening life treat good appreciation engaged d beautifull girl d world larasnurani","banker","NOUN","Profession"
"17747","doc2227","banker appreciative every little thing happening life treat good appreciation engaged d beautifull girl d world larasnurani","appreciative","VERB","Personality"
"17754","doc2227","banker appreciative every little thing happening life treat good appreciation engaged d beautifull girl d world larasnurani","good","ADJ","Personality"
"17788","doc2232","next social game","next","ADJ","Organization"
"17789","doc2232","next social game","social","ADJ","Profession"
"17790","doc2232","next social game","game","NOUN","Profession"
"17796","doc2234","talent blogger music filming script writer business entrepreneur manager dholy entertainment contributor ones life nollywood applause","music","NOUN","Hobbies"
"17799","doc2234","talent blogger music filming script writer business entrepreneur manager dholy entertainment contributor ones life nollywood applause","writer","NOUN","Profession"
"17800","doc2234","talent blogger music filming script writer business entrepreneur manager dholy entertainment contributor ones life nollywood applause","business","NOUN","Profession"
"17801","doc2234","talent blogger music filming script writer business entrepreneur manager dholy entertainment contributor ones life nollywood applause","entrepreneur","NOUN","Profession"
"17802","doc2234","talent blogger music filming script writer business entrepreneur manager dholy entertainment contributor ones life nollywood applause","manager","NOUN","Profession"
"17816","doc2237","phd student higher education virginia tech","student","NOUN","Profession"
"17818","doc2237","phd student higher education virginia tech","education","NOUN","Profession"
"17826","doc2239","loved nebraska football basketball since birth throwing bones yrs","football","NOUN","Hobbies"
"17827","doc2239","loved nebraska football basketball since birth throwing bones yrs","basketball","NOUN","Hobbies"
"17866","doc2241","bridging housing child welfare keep families together expand housing options youth sports fan parent","welfare","NOUN","Profession"
"17874","doc2241","bridging housing child welfare keep families together expand housing options youth sports fan parent","sports","NOUN","Hobbies"
"17876","doc2241","bridging housing child welfare keep families together expand housing options youth sports fan parent","parent","NOUN","Personality"
"17886","doc2243","im going school become journalist journalist advice love hear","school","NOUN","Profession"
"17888","doc2243","im going school become journalist journalist advice love hear","journalist","ADJ","Profession"
"17889","doc2243","im going school become journalist journalist advice love hear","journalist","NOUN","Profession"
"17890","doc2243","im going school become journalist journalist advice love hear","advice","NOUN","Profession"
"17893","doc2244","civil engineer vocalist political junkie husband father four","civil","ADJ","Profession"
"17894","doc2244","civil engineer vocalist political junkie husband father four","engineer","NOUN","Profession"
"17896","doc2244","civil engineer vocalist political junkie husband father four","political","ADJ","Profession"
"17901","doc2245","agricultural economist loves country kenya","agricultural","ADJ","Profession"
"17902","doc2245","agricultural economist loves country kenya","economist","NOUN","Profession"
"17927","doc2247","christian married conscientious objector humble respects others opinion","married","VERB","Personality"
"17928","doc2247","christian married conscientious objector humble respects others opinion","conscientious","ADJ","Personality"
"17930","doc2247","christian married conscientious objector humble respects others opinion","humble","ADJ","Personality"
"17944","doc2250","comprised institutions regional centers system office usm marylands public higher education system follows rts endorsements","office","NOUN","Profession"
"17949","doc2250","comprised institutions regional centers system office usm marylands public higher education system follows rts endorsements","education","NOUN","Profession"
"17956","doc2251","hello im nice intends follow everyone youtube channel clash clans streams yt channel httpstcoftsjqnty","nice","ADJ","Personality"
"17968","doc2252","university south wales msc student","university","NOUN","Profession"
"17972","doc2252","university south wales msc student","student","NOUN","Profession"
"17975","doc2254","lawyer","lawyer","NOUN","Profession"
"17984","doc2255","farm kid new glarus years capital times madison editor emeritus editor still slams politicians writes real people","editor","NOUN","Profession"
"17986","doc2255","farm kid new glarus years capital times madison editor emeritus editor still slams politicians writes real people","editor","NOUN","Profession"
"17993","doc2256","student faculty electronic engineering ahlawy","student","NOUN","Profession"
"17996","doc2256","student faculty electronic engineering ahlawy","engineering","NOUN","Profession"
"18001","doc2258","electrical engineer","electrical","ADJ","Profession"
"18002","doc2258","electrical engineer","engineer","NOUN","Profession"
"18004","doc2259","law student minister law justice sindh provincial youth assembly","student","NOUN","Profession"
"18013","doc2260","retired nurse pet owner political fighter fair christian wife mother ready work election","nurse","NOUN","Profession"
"18016","doc2260","retired nurse pet owner political fighter fair christian wife mother ready work election","political","ADJ","Profession"
"18039","doc2262","full smiles nd patient buh quik temper worries mi nw","patient","ADJ","Personality"
"18073","doc2268","game console","game","NOUN","Profession"
"18079","doc2269","flexible galwho likes new information share thembeing full life breath deeplymoverse livremente e sentir com intensidade","information","NOUN","Profession"
"18108","doc2272","director athletics christopher newport university proud champion cause division iii athletics","director","NOUN","Profession"
"18112","doc2272","director athletics christopher newport university proud champion cause division iii athletics","university","NOUN","Profession"
"18113","doc2272","director athletics christopher newport university proud champion cause division iii athletics","proud","ADJ","Personality"
"18122","doc2273","normal guy following politics since s interests politics current events world eventsalso gold prospecting kayaking playing guitar","politics","NOUN","Hobbies"
"18126","doc2273","normal guy following politics since s interests politics current events world eventsalso gold prospecting kayaking playing guitar","politics","NOUN","Hobbies"
"18133","doc2273","normal guy following politics since s interests politics current events world eventsalso gold prospecting kayaking playing guitar","kayaking","VERB","Hobbies"
"18135","doc2273","normal guy following politics since s interests politics current events world eventsalso gold prospecting kayaking playing guitar","guitar","NOUN","Hobbies"
"18141","doc2275","entertain educate informby community community","community","NOUN","Profession"
"18142","doc2275","entertain educate informby community community","community","NOUN","Profession"
"18149","doc2278","twitter will share free biggest cryptocurrency giveaways promotion cryptocurrency airdrops","twitter","NOUN","Organization"
"18184","doc2281","youre part solution youre part problem dont just read act","read","VERB","Hobbies"
"18199","doc2284","articulate outstanding civil engineer safety officer grassroot politician","civil","ADJ","Profession"
"18200","doc2284","articulate outstanding civil engineer safety officer grassroot politician","engineer","NOUN","Profession"
"18202","doc2284","articulate outstanding civil engineer safety officer grassroot politician","officer","NOUN","Profession"
"18207","doc2285","stuff like internet youtubeytgaming twitch gaming snaps ufaeufb optic mii fav","internet","NOUN","Hobbies"
"18218","doc2287","kind compassionate whole world will friend secretly superhero ufb","kind","ADV","Personality"
"18219","doc2287","kind compassionate whole world will friend secretly superhero ufb","compassionate","ADJ","Personality"
"18232","doc2290","electrician electronic engineering","engineering","NOUN","Profession"
"18245","doc2293","dance","dance","NOUN","Profession"
"18258","doc2295","hi like helloonly shorternorthside vikings alumragin cajun alumchurch point high band director saintscajunsbraves acts","director","NOUN","Profession"
"18264","doc2296","complicated relationship arsenal football club","football","NOUN","Hobbies"
"18270","doc2297","theodore nwangene blogger freelance writer can help create blog skyrocket traffic income seo friendly content","writer","NOUN","Profession"
"18276","doc2297","theodore nwangene blogger freelance writer can help create blog skyrocket traffic income seo friendly content","traffic","NOUN","Profession"
"18279","doc2297","theodore nwangene blogger freelance writer can help create blog skyrocket traffic income seo friendly content","friendly","ADJ","Personality"
"18289","doc2298","recording artiste basically making rnb hiphop hoping make music around world ufaufaufaufbufbufafufaf","music","NOUN","Hobbies"
"18312","doc2301","creative integrated pr communications event management branding strategy consulting ig connectiv interactive fb connectiv interactive agency","creative","ADJ","Personality"
"18317","doc2301","creative integrated pr communications event management branding strategy consulting ig connectiv interactive fb connectiv interactive agency","management","NOUN","Profession"
"18338","doc2302","pain old way meets new way engineerphysicist former ohio state university studentathlete fus til daytongem city ohio","university","NOUN","Profession"
"18372","doc2308","professional tweeter","professional","ADJ","Profession"
"18377","doc2310","international photographer singer based usa niyiforteenglishhotmailcom","photographer","NOUN","Profession"
"18378","doc2310","international photographer singer based usa niyiforteenglishhotmailcom","singer","NOUN","Profession"
"18406","doc2314","actress director editor","director","NOUN","Profession"
"18407","doc2314","actress director editor","editor","NOUN","Profession"
"18438","doc2316","supervisor safety officer shell","officer","NOUN","Profession"
"18450","doc2319","consulting assistance dominicanrepublic switzerland santodomingo cabarete beach cabarete vacation rent rentals sale swiss palacecabarete","beach","NOUN","Hobbies"
"18473","doc2322","gambia smiling coast one people travel adventure sports religion news movies photography music gameconsolestrekker","sports","NOUN","Hobbies"
"18477","doc2322","gambia smiling coast one people travel adventure sports religion news movies photography music gameconsolestrekker","photography","NOUN","Hobbies"
"18478","doc2322","gambia smiling coast one people travel adventure sports religion news movies photography music gameconsolestrekker","music","NOUN","Hobbies"
"18483","doc2323","always make feel happy everyday everywhere","happy","ADJ","Personality"
"18487","doc2324","network support specialist journalism student ufac love cooking uf ordinary zulu girl u ig zamomafuleka","network","NOUN","Profession"
"18488","doc2324","network support specialist journalism student ufac love cooking uf ordinary zulu girl u ig zamomafuleka","support","NOUN","Profession"
"18489","doc2324","network support specialist journalism student ufac love cooking uf ordinary zulu girl u ig zamomafuleka","specialist","NOUN","Profession"
"18491","doc2324","network support specialist journalism student ufac love cooking uf ordinary zulu girl u ig zamomafuleka","student","NOUN","Profession"
"18494","doc2324","network support specialist journalism student ufac love cooking uf ordinary zulu girl u ig zamomafuleka","cooking","NOUN","Hobbies"
"18521","doc2328","rapper writer composer performer artist actor hater human race keep ufaf wimme imma keep ufaf wiyu m s f t","writer","NOUN","Profession"
"18524","doc2328","rapper writer composer performer artist actor hater human race keep ufaf wimme imma keep ufaf wiyu m s f t","artist","NOUN","Profession"
"18542","doc2329","rapper song writer actor producer light set designer sound engineer","writer","NOUN","Profession"
"18544","doc2329","rapper song writer actor producer light set designer sound engineer","producer","NOUN","Profession"
"18547","doc2329","rapper song writer actor producer light set designer sound engineer","designer","NOUN","Profession"
"18549","doc2329","rapper song writer actor producer light set designer sound engineer","engineer","NOUN","Profession"
"18552","doc2331","famousand gentle nature","gentle","ADJ","Personality"
"18553","doc2331","famousand gentle nature","nature","NOUN","Profession"
"18558","doc2332","less info online better read conversations god neale donald walsch book ufduffduf","read","VERB","Hobbies"
"18584","doc2337","securities offered thru lpl financial member finrasipc httpstcoewbzewlcr httpstcobyaeoshxvh","financial","ADJ","Profession"
"18596","doc2338","cynthias peters talk n slim light complex consultant live solution resources abuja n fashion designer proudly deltan proudly urhobo","consultant","ADJ","Profession"
"18603","doc2338","cynthias peters talk n slim light complex consultant live solution resources abuja n fashion designer proudly deltan proudly urhobo","designer","NOUN","Profession"
"18609","doc2339","make happy live life without limits recovering rodeo clown uf love xosienicole","happy","ADJ","Personality"
"18627","doc2342","student mentor","student","NOUN","Profession"
"18628","doc2342","student mentor","mentor","NOUN","Profession"
"18666","doc2347","ni head national lottery heritage fund heritagefundni council member artscouncilni phd researcher <U+393C><U+3E31>difficult heritage<U+393C><U+3E32>","heritage","NOUN","Profession"
"18673","doc2347","ni head national lottery heritage fund heritagefundni council member artscouncilni phd researcher <U+393C><U+3E31>difficult heritage<U+393C><U+3E32>","researcher","NOUN","Profession"
"18676","doc2347","ni head national lottery heritage fund heritagefundni council member artscouncilni phd researcher <U+393C><U+3E31>difficult heritage<U+393C><U+3E32>","heritage","NOUN","Profession"
"18679","doc2348","music lifefollow dreams end road work hard stay humble asme engineer bahraingp u","music","NOUN","Hobbies"
"18687","doc2348","music lifefollow dreams end road work hard stay humble asme engineer bahraingp u","humble","ADJ","Personality"
"18689","doc2348","music lifefollow dreams end road work hard stay humble asme engineer bahraingp u","engineer","NOUN","Profession"
"18708","doc2351","creating large scale marine reserves pewenvironment midwest expat happiest near ocean tweets","marine","NOUN","Profession"
"18718","doc2352","content writer","writer","NOUN","Profession"
"18723","doc2354","beskerm security aims provide full security services solution individuals business communities","security","NOUN","Profession"
"18727","doc2354","beskerm security aims provide full security services solution individuals business communities","security","NOUN","Profession"
"18731","doc2354","beskerm security aims provide full security services solution individuals business communities","business","NOUN","Profession"
"18742","doc2357","live nepal lahanand hobby playing cricket","cricket","NOUN","Hobbies"
"18743","doc2358","professional goofball champion anual kitchen dance need <U+393C><U+3E32>ll asleep","professional","ADJ","Profession"
"18748","doc2358","professional goofball champion anual kitchen dance need <U+393C><U+3E32>ll asleep","dance","NOUN","Profession"
"18756","doc2359","az native az sports fan fear fork tattoo connoisseur craft beer enthusiast","sports","NOUN","Hobbies"
"18778","doc2362","marketing dach ivaluaemea sharing news procurement logistics industry digitization ai loveprocurement","marketing","NOUN","Profession"
"18784","doc2362","marketing dach ivaluaemea sharing news procurement logistics industry digitization ai loveprocurement","logistics","NOUN","Profession"
"18794","doc2363","child godmotivational speaker facilitatorhope women support groupin business isibane senkazimlo supply services luntlez multipurposemother","support","VERB","Profession"
"18796","doc2363","child godmotivational speaker facilitatorhope women support groupin business isibane senkazimlo supply services luntlez multipurposemother","business","NOUN","Profession"
"18822","doc2366","im married bestest friend whole world brandon th year together got married year love movies especially scifi","married","VERB","Personality"
"18832","doc2366","im married bestest friend whole world brandon th year together got married year love movies especially scifi","married","ADJ","Personality"
"18840","doc2367","person believes social political economic equality sexes ig bassiex global citizen","social","ADJ","Profession"
"18841","doc2367","person believes social political economic equality sexes ig bassiex global citizen","political","ADJ","Profession"
"18852","doc2369","un explainable music","music","NOUN","Hobbies"
"18854","doc2370","entertainment music international entertainment news politics government life style travel lifestyle","music","NOUN","Hobbies"
"18858","doc2370","entertainment music international entertainment news politics government life style travel lifestyle","politics","NOUN","Hobbies"
"18859","doc2370","entertainment music international entertainment news politics government life style travel lifestyle","government","NOUN","Profession"
"18869","doc2371","aminu abdullahi graduate economic bayero university kano simple gentle taking granted will never change","university","NOUN","Profession"
"18872","doc2371","aminu abdullahi graduate economic bayero university kano simple gentle taking granted will never change","gentle","ADJ","Personality"
"18879","doc2372","ufd tennis biking ufeauff prof cardiffmetuffueueueuecueuef views mine eclectic interests inc mental health phys activity public health soyuffueueueueeueuefufeauffa","tennis","NOUN","Hobbies"
"18880","doc2372","ufd tennis biking ufeauff prof cardiffmetuffueueueuecueuef views mine eclectic interests inc mental health phys activity public health soyuffueueueueeueuefufeauffa","biking","VERB","Hobbies"
"18902","doc2374","official eu delegation oecd unesco account news eu delegation oecd unesco retweets endorsements","account","NOUN","Profession"
"18910","doc2375","political analyst <U+393C><U+3E35>","political","ADJ","Profession"
