,user_id,Description,NER,GPE,LOC,ORG,NORP,WORK_OF_ART,Other
2844,30121397,Jim Carrey was right,"('Jim Carrey', 'PERSON')",,,,,,"('Jim Carrey', 'PERSON')"
2845,850347038,"Auckland, New Zealand","[('Auckland', 'GPE'), ('New Zealand', 'GPE')]","{'New Zealand', 'Auckland'}",,,,,
2846,32399643,"Interests: Data, visualization tools, clustering, & cloud computing. Also: environmental changes, Green technology, Cold regions & human evolution","[('Green', 'ORG'), ('Cold regions &', 'ORG')]",,,"{'Green', 'Cold regions &'}",,,
2847,1075025125270003712,...see what had happened was....,,,,,,,
2848,837323011195752448,"Marine, and a host of other things. most of all a 2nd A supporter

#WWG1WGA","[('Marine', 'ORG'), ('2nd', 'ORDINAL'), ('\r\n\r\n#WWG1WGA', 'MONEY')]",,,Marine,,,"{('\r\n\r\n#WWG1WGA', 'MONEY'), ('2nd', 'ORDINAL')}"
2849,3849946162,"#MAGAPatriot, Christian, Conservative, Husband, Father, TruthSeeker, #1A, #2A, #DRAINTHESWAMP, #TWGRP, #TrumpPence2020, #StopTheSteal, #BuildTheWall","[('MAGAPatriot', 'PERSON'), ('Christian', 'NORP'), ('Conservative', 'NORP'), ('Husband', 'GPE'), ('TruthSeeker', 'ORG'), ('#1A', 'MONEY'), ('2A', 'MONEY'), ('DRAINTHESWAMP', 'ORG'), ('TWGRP', 'MONEY'), ('#TrumpPence2020', 'MONEY'), ('StopTheSteal', 'MONEY'), ('BuildTheWall', 'MONEY')]",Husband,,"{'TruthSeeker', 'DRAINTHESWAMP'}","{'Conservative', 'Christian'}",,"{('#TrumpPence2020', 'MONEY'), ('TWGRP', 'MONEY'), ('StopTheSteal', 'MONEY'), ('2A', 'MONEY'), ('MAGAPatriot', 'PERSON'), ('BuildTheWall', 'MONEY'), ('#1A', 'MONEY')}"
2850,41421038,<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>SO proud to be an American with Trump as our leader - God bless America <U+2764><U+FE0F> Pray every single day for MAGA - do not stop supporting We the people <U+0001F1FA><U+0001F1F8>,"[('American', 'NORP'), ('Trump', 'NORP'), ('America', 'GPE'), ('MAGA', 'GPE')]","{'MAGA', 'America'}",,,"{'Trump', 'American'}",,
2851,1082412775048134658,"|GOD FIRST|COUNTRY 2nd<U+0001F1FA><U+0001F1F8>Im a proud Republican and believer of God| We can agree or disagree Respectfuly| Dont just like, RT<U+2757><U+FE0F>I FOLLOW BACK! #MAGA <U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>","[('|GOD FIRST|COUNTRY 2nd', 'ORG'), ('Republican', 'NORP'), ('RT', 'GPE'), ('U+2757><U+FE0F', 'GPE'), ('FOLLOW', 'ORG'), ('MAGA', 'GPE')]","{'MAGA', 'RT', 'U+2757><U+FE0F'}",,"{'|GOD FIRST|COUNTRY 2nd', 'FOLLOW'}",Republican,,
2852,992853039718522881,"Wrestle and hustle, its game on.",,,,,,,
2853,1727077326,"Dad to Jakob, Kaitlyn, Hubby, Lupus Warrior, SFU Fanatic, God gives the toughest battles to his strongest soldiers."" <U+271D><U+FE0F> #lovemykids","[('Kaitlyn', 'PERSON'), ('Hubby', 'GPE'), ('Lupus Warrior', 'PERSON')]",Hubby,,,,,"{('Kaitlyn', 'PERSON'), ('Lupus Warrior', 'PERSON')}"
2854,749017946,A Development Economist by Training. Working as a Businessman and Aspiring as a Politician. Passionate Activist of PTI! #PTIFamily,"[('Businessman', 'ORG'), ('Politician', 'NORP'), ('PTI', 'ORG')]",,,"{'PTI', 'Businessman'}",Politician,,
2855,37844906,Enjoy every blessing!,,,,,,,
2856,33650841,Recording Local  Musicians for posterity,"('Musicians', 'NORP')",,,,Musicians,,
2857,1075744502772576256,"#MAGA #Socialism is a lie
Love our POTUS and FLOTUS!
#Do the right thing when no one's watching.","[('MAGA', 'PERSON'), ('Socialism', 'PERSON'), ('POTUS', 'ORG'), ('FLOTUS', 'ORG')]",,,"{'FLOTUS', 'POTUS'}",,,"{('Socialism', 'PERSON'), ('MAGA', 'PERSON')}"
2858,1058224873221177344,"Wife, mother, constitutionalists! <U+0001F1FA><U+0001F1F8>True deplorable! Most people are good others brainwashed <U+0001F622><U+0001F60A><U+2764><U+FE0F><U+0001F1FA><U+0001F1F8><U+2764><U+FE0F>I cry red white & blue tears MAGA!<U+0001F1FA><U+0001F1F8>love @POTUS","('@POTUS', 'ORG')",,,@POTUS,,,
2859,738418018947108864,Please help,,,,,,,
2860,567278281,"Junior @ CHS - SC: messinaa0 - (You asked for it, Now you get it)","('CHS - SC', 'PRODUCT')",,,,,,"('CHS - SC', 'PRODUCT')"
2861,1000774322,Yah... Uhwhat Oh Man God Damn Dexter,,,,,,,
2862,325979760,I require naps,,,,,,,
2863,1395421830,Michigan State and Cooley law graduate. Bankruptcy and real estate attorney in Maryland and District of Columbia,"[('Michigan State', 'ORG'), ('Cooley', 'ORG'), ('Maryland', 'GPE'), ('District of Columbia', 'GPE')]","{'District of Columbia', 'Maryland'}",,"{'Michigan State', 'Cooley'}",,,
2864,323312521,"Afton, Wy","('Wy\x97', 'GPE')",Wy,,,,,
2865,1083534031688527877,a political alt account for @jacobfrederickg in which I follow political things so I choose when I see politics related things,,,,,,,
2866,1083016963780169729,"Just hanging out in the Duck Blind, waiting for the next set of birds to move in. Chatting about anything and everything. Opinions shared and debates enjoyed.","('the Duck Blind', 'LOC')",,the Duck Blind,,,,
2867,279642495,I'm as shallow as a black person's pool and as deep a black mother's purse.,,,,,,,
2868,237122285,PV; Campbell Trust and Wealth,"[('PV', 'ORG'), ('Campbell Trust', 'ORG')]",,,"{'Campbell Trust', 'PV'}",,,
2869,921573961,TCB,,,,,,,
2870,950628499038945280,"My name is Assylum and I am a 31 year old Hip-Hop artist from Santa Rosa, California. I have been making music for over 15 years! Follow me Please : )","[('a 31 year old', 'DATE'), ('Hip-Hop', 'PERSON'), ('Santa Rosa', 'GPE'), ('California', 'GPE'), ('over 15 years', 'DATE')]","{'California', 'Santa Rosa'}",,,,,"{('Hip-Hop', 'PERSON'), ('over 15 years', 'DATE'), ('a 31 year old', 'DATE')}"
2871,1083507362021949447,"am a very calm guy 
move closer to me to know who I am",,,,,,,
2872,16979559,#YourHondaMate #Automotive #AutoMarketing #10x #AutoFam #AutoSocial #expat #InternetManager #Honda #BDC #BusinessManager @hagerstownhonda,"[('#YourHondaMate #', 'MONEY'), ('#10x #AutoFam #', 'MONEY'), ('#InternetManager #', 'MONEY'), ('Honda', 'ORG'), ('#BusinessManager', 'MONEY')]",,,Honda,,,"{('#BusinessManager', 'MONEY'), ('#YourHondaMate #', 'MONEY'), ('#10x #AutoFam #', 'MONEY'), ('#InternetManager #', 'MONEY')}"
2873,62650456,Voted#1 Studio in DC Poledance-Zumba-Bellydance-Kickboxing-F3 Kettlebell 202-997-8211 Let's make you HOT & SEXY.,"[('Studio', 'PERSON'), ('202', 'CARDINAL'), ('HOT & SEXY', 'ORG')]",,,HOT & SEXY,,,"{('Studio', 'PERSON'), ('202', 'CARDINAL')}"
2874,1050782811932774400,"God, Family, USA, Husband, Father, #MAGA, #KAG, I had no shoes and felt sorry for myself until I met a man who had no feet, Love President Trump, Jesus is Lord","[('USA', 'GPE'), ('Husband', 'GPE'), ('MAGA', 'GPE'), ('KAG', 'ORG'), ('Love', 'WORK_OF_ART'), ('Trump', 'PERSON'), ('Jesus', 'PERSON')]","{'Husband', 'MAGA', 'USA'}",,KAG,,Love,"{('Jesus', 'PERSON'), ('Trump', 'PERSON')}"
2875,1072151761845149697,I'm Madd....and Deplorable....and not long for the Twitter Earth if History's an indicator,"[('Madd', 'NORP'), ('the Twitter Earth', 'LOC'), ('History', 'PERSON')]",,the Twitter Earth,,Madd,,"('History', 'PERSON')"
2876,1082846252679741440,gamers rise up,,,,,,,
2877,386243947,Tacocat spelt backwards is still tacocat,,,,,,,
2878,2627408986,cnu field hockey 21 & Af,"('\x9121 & Af', 'ORG')",,,21 & Af,,,
2879,1485338438,CNU 2019 | I eat my pizza with ranch,"[('CNU', 'GPE'), ('2019', 'CARDINAL')]",CNU,,,,,"('2019', 'CARDINAL')"
2880,1083469084648505344,"Congressman for New Jersey's 2nd District. Republican or Democrat - We are all American.

Tweets by staff unless signified.","[(""New Jersey's"", 'GPE'), ('2nd District', 'LOC'), ('Republican', 'NORP'), ('Democrat', 'NORP'), ('American', 'NORP'), ('\r\n\r\n', 'PERSON')]",New Jersey's,2nd District,,"{'Democrat', 'Republican', 'American'}",,"('\r\n\r\n', 'PERSON')"
2881,2881797184,Living Life,"('Living Life', 'ORG')",,,Living Life,,,
2882,537753386,Proud Educator,,,,,,,
2883,1083428871888879618,Loving and caring person . open person too..,,,,,,,
2884,17387495,Owner <U+0001F468><U+200D><U+0001F4BB> @KopTalk Est.1998  <U+0001F4FB> Presenter on Radio 1 Benidorm 90.1FM  <U+0001F4C8> Football Index trader  <U+2B07><U+FE0F> 6 stone since May 2018 on #Keto <U+0001F951> #LCHF <U+0001F373>  DKB <U+0001F601><U+0001F44D>,"[('Owner', 'ORG'), ('U+0001F468><U+200D><U+0001F4BB', 'GPE'), ('Est.1998 \x95', 'PERSON'), ('Presenter', 'PERSON'), ('Radio 1 Benidorm', 'ORG'), ('90.1FM', 'CARDINAL'), ('6', 'CARDINAL'), ('May 2018', 'DATE'), ('Keto', 'PERSON'), ('\x95', 'DATE'), ('DKB', 'ORG')]",U+0001F468><U+200D><U+0001F4BB,,"{'Radio 1 Benidorm', 'DKB', 'Owner'}",,,"{('90.1FM', 'CARDINAL'), ('6', 'CARDINAL'), ('Keto', 'PERSON'), ('Presenter', 'PERSON'), ('Est.1998 \x95', 'PERSON'), ('May 2018', 'DATE'), ('\x95', 'DATE')}"
2885,1555741988,The Lame| University of New Hampshire Football 21',"(""The Lame| University of New Hampshire Football 21'"", 'ORG')",,,The Lame| University of New Hampshire Football 21',,,
2886,1707527090,Wife of Ret. Army Aviator..mother..Gold Star Mother..grandmother..Christian and conservative..bc survivor 5 years .. Proudly blocked by Megyn McCain..,"[('Gold Star Mother', 'ORG'), ('Christian', 'NORP'), ('5 years', 'DATE'), ('Megyn McCain', 'PERSON')]",,,Gold Star Mother,Christian,,"{('5 years', 'DATE'), ('Megyn McCain', 'PERSON')}"
2887,1008041934387105793,"The podcast where we re-present downtrodden books, showing them in their best light and acting as their defence in the court of public opinion.",,,,,,,
2888,43604215,Lucky 2 be a 60s Baby grow'n up w/#RockNRoll #CountryMusic #Songwriter #Guitar <U+0001F3B8>4 the<U+2764><U+FE0F>of it.  Gardener Camp Fish & Hunt. <U+2764><U+FE0F> God Family Friends & USA #MAGA<U+203C><U+FE0F>,"[('60s', 'DATE'), ('Baby', 'PRODUCT'), ('#CountryMusic #', 'MONEY'), ('Guitar', 'MONEY'), ('Family Friends & USA', 'ORG'), ('MAGA', 'GPE')]",MAGA,,Family Friends & USA,,,"{('Guitar', 'MONEY'), ('60s', 'DATE'), ('Baby', 'PRODUCT'), ('#CountryMusic #', 'MONEY')}"
2889,28313882,#Entrepreneur #Author #Investor #FinancialMarketTrader,,,,,,,
2890,19835975,A Compliment Is Like A Kiss Threw A Veil,"[('Compliment', 'ORG'), ('A Kiss Threw', 'WORK_OF_ART')]",,,Compliment,,A Kiss Threw,
2891,1075451940228685824,"What makes me special? Absolutely Nothing! Lol... And everything, depending on perspective: Food for thought- a riddle with no answer, but its the only answer","('Lol', 'PERSON')",,,,,,"('Lol', 'PERSON')"
2892,1083440061104963586,New Account - URI22<U+0001F1FA><U+0001F1F8>,"('New Account - URI\x9222<U+0001F1FA><U+0001F1F8', 'ORG')",,,New Account - URI22<U+0001F1FA><U+0001F1F8,,,
2893,1070757304105095170,Im a Vietnam times vet                               #rs2,"[('Vietnam', 'GPE'), ('                              #rs2', 'ORG')]",Vietnam,,                              #rs2,,,
2894,1083452809335451649,Trump Supporter<U+0001F1FA><U+0001F1F8> MAGA<U+0001F1FA><U+0001F1F8> recovering from Twitter jail lol / I refollow all that follow. lost everyone this week #buildthewall,"[('Trump Supporter<', 'ORG'), ('MAGA', 'GPE'), ('Twitter', 'GPE'), ('this week', 'DATE')]","{'MAGA', 'Twitter'}",,Trump Supporter<,,,"('this week', 'DATE')"
2895,26005481,everyday i'm picklin',,,,,,,
2896,128403359,"<U+274C>Conservative! #TRUMP<U+274C> #PATRIOT <U+0001F1FA><U+0001F1F8> #MAGA I do Animal Rescue, I love <U+0001F436> and Im a <U+2728>STEELERS GIRL! Army Proud","[('TRUMP', 'MONEY'), ('PATRIOT', 'MONEY'), ('MAGA', 'GPE'), ('Animal Rescue', 'PERSON'), ('GIRL', 'ORG'), ('Army Proud', 'PERSON')]",MAGA,,GIRL,,,"{('TRUMP', 'MONEY'), ('Army Proud', 'PERSON'), ('PATRIOT', 'MONEY'), ('Animal Rescue', 'PERSON')}"
2897,2889930355,"Promoting, perpetuating and making global connections with the arts, artists and arts-based causes. Advocate!",,,,,,,
2898,1027508614557257728,"Sports journalist @Free fm 97.5mhz Ghana 
I'm am very friendly.Facebook Louis Hernandez Chicharito Balcazar(0245464237)","[('@Free', 'CARDINAL'), ('Ghana', 'GPE'), ('Louis Hernandez Chicharito', 'PERSON')]",Ghana,,,,,"{('Louis Hernandez Chicharito', 'PERSON'), ('@Free', 'CARDINAL')}"
2899,1083395857251254273,nothing,,,,,,,
2900,929439297278808064,"Avid fan of all things Vandy, Cubs, DMB, and Running","[('Avid', 'PERSON'), ('Vandy', 'GPE'), ('Cubs', 'ORG'), ('DMB', 'ORG')]",Vandy,,"{'DMB', 'Cubs'}",,,"('Avid', 'PERSON')"
2901,21976449,"""January 20,2017 will be remembered as the day the people became the rulers of this nation again!! "". Let's Make America Great Again! Greater than ever before!!","('January', 'DATE')",,,,,,"('January', 'DATE')"
2902,258057501,Sports,,,,,,,
2903,1083422924743282693,"Am a straight forward person,i hate backbiting I like being my self and do the right thing at the right time.",,,,,,,
2904,38086707,Apple / Unix / Microsoft / Embedded System Architect / Technologist / Gadgetier / Video Game Enthusiast / Ritek @ XBL & PSN,"[('Apple', 'ORG'), ('Ritek', 'ORG'), ('XBL & PSN', 'ORG')]",,,"{'Apple', 'XBL & PSN', 'Ritek'}",,,
2905,941382842461782016,AD/Government Teacher at St. Francis HS. Go Ducks! Minor League Baseball Fan.,"[('AD/Government', 'ORG'), ('St. Francis HS', 'ORG'), ('Minor League Baseball Fan', 'ORG')]",,,"{'AD/Government', 'St. Francis HS', 'Minor League Baseball Fan'}",,,
2906,989514737837801472,"Paralegal/Office Mgr., Healthcare Provider.  Music. Animal Rescue. Volunteer 4 Elderly, Adults, Children. Ready for more indictments and they are, tied to TRUMP","[('Healthcare Provider', 'ORG'), (' Music', 'ORG'), ('Animal Rescue', 'PERSON'), ('Adults', 'PERSON')]",,,"{'Healthcare Provider', ' Music'}",,,"{('Adults', 'PERSON'), ('Animal Rescue', 'PERSON')}"
2907,1082998037239267329,"Sportsnut 

Italian Stallion
NY Sports Die Hard
Army vet god bless this great country
Democrats equal despicable
#Ihatefuckingclowns
#MAGA
#Armyveteran","[('Italian', 'NORP'), ('Sports Die Hard\r\n', 'ORG'), ('Army', 'ORG'), ('Democrats', 'NORP'), ('Ihatefuckingclowns', 'MONEY'), ('MAGA', 'GPE'), ('Armyveteran', 'MONEY')]",MAGA,,"{'Sports Die Hard\r\n', 'Army'}","{'Italian', 'Democrats'}",,"{('Armyveteran', 'MONEY'), ('Ihatefuckingclowns', 'MONEY')}"
2908,5496932,The NRCC is dedicated to defeating Democrats and taking back the House in 2020.,"[('NRCC', 'ORG'), ('Democrats', 'NORP'), ('House', 'ORG'), ('2020', 'DATE')]",,,"{'House', 'NRCC'}",Democrats,,"('2020', 'DATE')"
2909,32752486,"I drag you down, I use you up.      je suis le dieu de le baise",,,,,,,
2910,1083111306067132416,463078,,,,,,,
2911,2889284212,757  ru 21  <U+0391>S<U+03A4>,"[('757', 'CARDINAL'), ('\x95', 'ORG'), ('\x9121', 'ORG'), ('U+0391>S', 'PERSON')]",,,"{'\x9121', '\x95'}",,,"{('757', 'CARDINAL'), ('U+0391>S', 'PERSON')}"
2912,1922282886,art music and science lover curious about all things human and mammalian viewing the world from a west atlantic perspective doverted by irony and humor,,,,,,,
2913,89302374,"Family <U+0001F4AE> Football <U+0001F4AE> Living Life
#WhoDey #Bengals50","[('Living Life', 'ORG'), ('#WhoDey #', 'MONEY')]",,,Living Life,,,"('#WhoDey #', 'MONEY')"
2914,296420552,Tweets my own. RT/Like is not an endorsement.,"('RT/Like', 'ORG')",,,RT/Like,,,
2915,1040552062751137792,PHP and WorePress Developer,"('WorePress Developer', 'PERSON')",,,,,,"('WorePress Developer', 'PERSON')"
2916,1063533986218156033,"USHEALTH Advisors. Licensed health coverage agents dedicated to spreading our company's mission of HOPE, Helping Other People Everyday!","[('USHEALTH Advisors', 'ORG'), ('HOPE', 'ORG'), ('Helping Other People', 'PERSON')]",,,"{'USHEALTH Advisors', 'HOPE'}",,,"('Helping Other People', 'PERSON')"
2917,300500375,old white guy. USAF veteran back during the Carter/Reagan administration. supported Trump since 2012 draft Trump campaign. #2genders,"[('USAF', 'ORG'), ('Carter/Reagan', 'ORG'), ('Trump', 'ORG'), ('2012', 'DATE'), ('Trump', 'ORG'), ('2genders', 'MONEY')]",,,"{'USAF', 'Carter/Reagan', 'Trump'}",,,"{('2genders', 'MONEY'), ('2012', 'DATE')}"
2918,1083378841496760320,"CN2 Today is a Lifestyle Show that airs weekdays at 11:30 AM on CN2 News; Comporium channel 1102 & https://t.co/9AJ5O9u8S8 CN2 is in Rock Hill, SC.","[('Today', 'DATE'), ('a Lifestyle Show', 'WORK_OF_ART'), ('11:30 AM', 'TIME'), ('Comporium', 'ORG'), ('1102', 'DATE'), ('Rock Hill', 'LOC'), ('SC', 'GPE')]",SC,Rock Hill,Comporium,,a Lifestyle Show,"{('1102', 'DATE'), ('Today', 'DATE'), ('11:30 AM', 'TIME')}"
2919,979053160785301505,"An identical twin with epilepsy, very lucky to have made it this far. 'Find something you want to do all day, every day, for all of Life.' It's Produce, for me.","('all day', 'DATE')",,,,,,"('all day', 'DATE')"
2920,1411350780,Colorado State Volleyball #13,"[('Colorado', 'GPE'), ('13', 'MONEY')]",Colorado,,,,,"('13', 'MONEY')"
2921,427022981,UNCC  Hairier than your dad,"('UNCC \x95 Hairier', 'PRODUCT')",,,,,,"('UNCC \x95 Hairier', 'PRODUCT')"
2922,1033933806,Im far from where I started but not close to where I am going | My opinions are my own |,,,,,,,
2923,14658658,The ORIGINAL official Twitter account for the Wake County Republican Party. Please follow.,"[('ORIGINAL', 'ORG'), ('Twitter', 'PERSON'), ('the Wake County Republican Party', 'ORG')]",,,"{'the Wake County Republican Party', 'ORIGINAL'}",,,"('Twitter', 'PERSON')"
2924,1004945300128137216,"Family man, Conservative, Patriot, Die-Hard Browns/ Buckeyes fan","('Patriot', 'PERSON')",,,,,,"('Patriot', 'PERSON')"
2925,928621082139136000,"Beekeeper <U+0001F41D> naturopathic medicine student, Deplorable, married ,<U+270C><U+FE0F><U+0001F1EE><U+0001F1F1><U+0001F1FA><U+0001F1F8>",,,,,,,
2926,1902648854,"Admin manager for Daltile, sports fan, tejano/country music fan, and a beer drinker.",,,,,,,
2927,839791567208501248,add,,,,,,,
2928,1083369884229292033,Justice Seeker,"('Seeker', 'PERSON')",,,,,,"('Seeker', 'PERSON')"
2929,458060798,No worries,,,,,,,
2930,145173124,"Multimedia Producer @skynewsarabia. Former News Editor @Yahoo ""<U+0644><U+0627> <U+0639><U+0645><U+0644> <U+062A><U+062D><U+062A> <U+0639><U+0631><U+0634> <U+0627><U+0644><U+0633><U+0645><U+0627><U+0621> <U+0647><U+0630><U+0647> <U+0627><U+0644><U+0623><U+064A><U+0627><U+0645> <U+0623><U+0633><U+0648><U+0623> <U+0645><U+0646> <U+0645><U+0647><U+0646><U+0629> <U+0635><U+062D><U+0627><U+0641><U+064A> <U+0639><U+0631><U+0628><U+064A>.""","('Multimedia Producer', 'PERSON')",,,,,,"('Multimedia Producer', 'PERSON')"
2931,236646504,Xavier. Dancing. Golf. Colombia. Sushi. Blackhawks.,"[('Xavier', 'ORG'), ('Colombia', 'GPE'), ('Sushi', 'NORP')]",Colombia,,Xavier,Sushi,,
2932,870937871309430784,Never stop chasing your dreams because dreams come true,,,,,,,
2933,760805655942930432,An appeaser is one who feeds a crocodile hoping it will eat him last. - Churchill #theResistance #25thAmendment VOTE THE GOP RATS OUT IN 2020 <U+0001F400><U+0001F6AB><U+0001F400><U+0001F6AB>,"[('\x93An', 'CARDINAL'), ('VOTE', 'PERSON'), ('GOP', 'ORG'), ('2020', 'DATE')]",,,GOP,,,"{('\x93An', 'CARDINAL'), ('VOTE', 'PERSON'), ('2020', 'DATE')}"
2934,43000419,#MAGA #KAG retired surgical/ hospice nurse. want to make life better for family after I leave this earth. Married my first crush.,"[('MAGA', 'PERSON'), ('KAG', 'ORG'), ('first', 'ORDINAL')]",,,KAG,,,"{('MAGA', 'PERSON'), ('first', 'ORDINAL')}"
2935,1083120316124155906,My old account have been hacked so painful <U+0001F616> I thank god that not my life gone<U+0001F61B><U+0001F61B>,"('U+0001F616', 'ORG')",,,U+0001F616,,,
2936,3001522687,100% for Trump 2020! KAG!,"[('100%', 'PERCENT'), ('2020', 'DATE'), ('KAG', 'ORG')]",,,KAG,,,"{('100%', 'PERCENT'), ('2020', 'DATE')}"
2937,1081333913061068800,USMC Vet; Hardcore conservative Democrat; supporter of law enforcement and aggressive border security,"[('Hardcore', 'PERSON'), ('Democrat', 'NORP')]",,,,Democrat,,"('Hardcore', 'PERSON')"
2938,939179417913511937,<U+2764><U+FE0F>,,,,,,,
2939,1083040945237483520,"#Mirakkel9#
#Saregamapa#
#Zee Bangla#
#Drawing#
#Voly boll#
#Foothbool#
#UTI Infrasture Technolgoy And Service Limited(UTI-ITSL)","[('#', 'CARDINAL'), ('#\r\n#', 'MONEY'), ('Zee Bangla', 'PERSON'), ('#\r\n', 'MONEY'), ('Voly', 'PERSON'), ('#\r\n#', 'MONEY'), ('#\r\n#', 'MONEY'), ('UTI Infrasture', 'ORG')]",,,UTI Infrasture,,,"{('#', 'CARDINAL'), ('#\r\n#', 'MONEY'), ('Zee Bangla', 'PERSON'), ('#\r\n', 'MONEY'), ('Voly', 'PERSON')}"
2940,22937681,"Musician, Slave to the time clock, and all around dece person...","('Musician', 'NORP')",,,,Musician,,
2941,752933219138318338,"<U+0001F46F> Account is shared with my Sister and Uncle also.
Are you Chronosynclasted infundibulumed?

#KAG2020","[('Account', 'GPE'), ('Sister', 'PERSON'), ('Uncle', 'PERSON'), ('\r\n\r\n', 'PERSON'), ('KAG2020', 'GPE')]","{'Account', 'KAG2020'}",,,,,"{('Uncle', 'PERSON'), ('\r\n\r\n', 'PERSON'), ('Sister', 'PERSON')}"
2942,2871599740,Stop wishing and just start doing! <U+0001F44D><U+0001F3FB>,,,,,,,
2943,1578756739,"Astro photographer and image maker for 30 yrs.
Student of SRF/ Truth since 1970.  Spreading and gathering Fact Seeds from the Tree of Truth.","[('30', 'CARDINAL'), ('Student', 'PERSON'), ('1970', 'DATE'), ('Fact Seeds', 'PERSON'), ('Tree of Truth', 'ORG')]",,,Tree of Truth,,,"{('Student', 'PERSON'), ('30', 'CARDINAL'), ('Fact Seeds', 'PERSON'), ('1970', 'DATE')}"
2944,1082974269099962368,"So, what does the average MP look like then?","('\xa0', 'PERSON')",,,,,,"('\xa0', 'PERSON')"
2945,794339522079137792,Dm temporarily Open<U+0001F917>,,,,,,,
2946,1083262301980028928,"wr¡tEr<U+0001F918>
s¡ngEr<U+0001F918>
travEllEr<U+0001F918><U+0001F918>
|¡stENEr<U+0001F918>
hElpEr<U+0001F918><U+0001F918>
drEaMEr<U+0001F918>
rEadEr<U+0001F918>tH¡nker<U+0001F918>Muz¡k MaN<U+2757><U+2757><U+2757>
<U+0001F918><U+0001F918><U+0001F918>success and failure only choices will make<U+0001F918><U+0001F918>
<U+2757><U+2757><U+2757><U+0001F192><U+0001F918><U+0001F193><U+0001F918>","[('drEaMEr', 'PERSON'), ('MaN', 'PERSON')]",,,,,,"{('drEaMEr', 'PERSON'), ('MaN', 'PERSON')}"
2947,4851676301,"Marketing Pro, Creative Brand Builder, Tech Guru, Fitness Fanatic, Animal Adorer","[('Brand Builder', 'PERSON'), ('Fitness Fanatic', 'ORG'), ('Animal Adorer', 'PERSON')]",,,Fitness Fanatic,,,"{('Animal Adorer', 'PERSON'), ('Brand Builder', 'PERSON')}"
2948,1080494133830012928,Professional video animation and graphic designer,,,,,,,
2949,4143312863,"June 30th
@fcbarcelona <U+26BD> 
Music addict,socialite
4L<U+2665><U+FE0F> @quavostuntin,@wizkidayo,@goswaelee IG@lamihuncho","[('June 30th', 'DATE'), ('@fcbarcelona', 'PERSON')]",,,,,,"{('June 30th', 'DATE'), ('@fcbarcelona', 'PERSON')}"
2950,1039475424743616512,<U+2708><U+FE0F><U+2708><U+FE0F>High Risk Voyager - Specialist #travelinsurance protecting individuals and groups in remote and 'High Risk' territorial zones across the world.<U+2708><U+FE0F><U+2708><U+FE0F>,,,,,,,
2951,910547169488392192,#TrendingNow<U+0001F4C8> in #News | #Sports | #Entertainment | #Tech | #Business | #Fashion | #Science | #Health & #Marketing across #SocialMedia | #Viral | #Trending,"[('#News', 'ORG'), ('#Sports |', 'WORK_OF_ART'), ('#Entertainment', 'ORG'), ('Science |', 'ORG'), ('Health & #Marketing', 'ORG'), ('SocialMedia', 'ORG'), ('Trending', 'MONEY')]",,,"{'#News', 'SocialMedia', '#Entertainment', 'Health & #Marketing', 'Science |'}",,#Sports |,"('Trending', 'MONEY')"
2952,1080130282664218625,I eat and drink football and politics <U+270C><U+270C><U+270C><U+270C><U+24C2><U+24C2><U+2708><U+2708><U+2708><U+0001F681><U+0001F17F><U+0001F170><U+0001F171><U+0001F18E><U+0001F17E><U+0001F4AF><U+0001F52F><U+0001F52F><U+267B><U+267B><U+26A0><U+0001F51E><U+0001F51E><U+0001F6AD><U+0001F6AD><U+0001F197><U+0001F195><U+0001F198><U+0001F199><U+0001F233><U+0001F232><U+0001F19A><U+0001F196><U+0001F193><U+0001F239><U+0001F202><U+0001F23A><U+0001F250><U+0001F251><U+0001F21A>©®<U+3299><U+0001F22F><U+3297><U+2B55><U+0001F4A4><U+0001F525><U+0001F525><U+0001F4A5><U+0001F4A5><U+2B50><U+0001F31F><U+2660><U+2665><U+2663>07036904150,"('U+270C><U+270C><U+270C><U+270C><U+24C2><U+24C2><U+2708><U+2708><U+2708><U+0001F681><U+0001F17F><U+0001F170><U+0001F171><U+0001F18E><U+0001F17E><U+0001F4AF><U+0001F52F><U+0001F52F><U+267B><U+267B><U+26A0><U+0001F51E><U+0001F51E><U+0001F6AD><U+0001F6AD><U+0001F197><U+0001F195><U+0001F198><U+0001F199><U+0001F233><U+0001F232><U+0001F19A><U+0001F196><U+0001F193><U+0001F239><U+0001F202><U+0001F23A><U+0001F250><U+0001F251><U+0001F21A>\x99©', 'PERSON')",,,,,,"('U+270C><U+270C><U+270C><U+270C><U+24C2><U+24C2><U+2708><U+2708><U+2708><U+0001F681><U+0001F17F><U+0001F170><U+0001F171><U+0001F18E><U+0001F17E><U+0001F4AF><U+0001F52F><U+0001F52F><U+267B><U+267B><U+26A0><U+0001F51E><U+0001F51E><U+0001F6AD><U+0001F6AD><U+0001F197><U+0001F195><U+0001F198><U+0001F199><U+0001F233><U+0001F232><U+0001F19A><U+0001F196><U+0001F193><U+0001F239><U+0001F202><U+0001F23A><U+0001F250><U+0001F251><U+0001F21A>\x99©', 'PERSON')"
