,user_id,Description,NER,GPE,LOC,ORG,NORP,WORK_OF_ART,Other
1621,287209658,"loves ireland , travel photography & people",,,,,,,
1622,3087157571,"but without the dark, we would never see the stars <U+0001F4AB>",,,,,,,
1623,481057748,Klick-It Media LLC.,"[('Klick', 'ORG'), ('Media LLC', 'ORG')]",,,"{'Klick', 'Media LLC'}",,,
1624,3590152406,"Father, Husband, Engineer, and Nerd, usually in that order. I'm a strong believer in science and it's ongoing mission to make sense of our world.","[('Husband', 'GPE'), ('Engineer', 'PERSON'), ('Nerd', 'ORG')]",Husband,,Nerd,,,"('Engineer', 'PERSON')"
1625,840229237,Stockton University,"('Stockton University', 'ORG')",,,Stockton University,,,
1626,3011533527,"Am intelligent because I know that I know nothing.Have interest in politics, peace loving and a staunch Christian..","('Christian', 'NORP')",,,,Christian,,
1627,138169060,"22 | Totally unsure of everything | Oh well, whatever happens, happens. <U+2648><U+FE0F>","('22', 'CARDINAL')",,,,,,"('22', 'CARDINAL')"
1628,459758097,Nina Williams and Anna Williams<U+0001F339>,"[('Nina Williams', 'PERSON'), ('Anna Williams', 'PERSON')]",,,,,,"{('Nina Williams', 'PERSON'), ('Anna Williams', 'PERSON')}"
1629,1902183758,"Divorce Recovery. Speaker. Author. Pastor. ""The broken become masters at mending."" A quote that changed my life. i am here to empower, encourage  and serve you.","('Divorce Recovery', 'ORG')",,,Divorce Recovery,,,
1630,362518887,Agricultural Economist,"('Agricultural Economist', 'ORG')",,,Agricultural Economist,,,
1631,1527403782,"Political Scientist| Youth Advocate| Politician| President of Young Generation Zimbabwe| Christian| Dedicated to change Zimbabwe, Africa & the World as a whole","[('Young Generation', 'ORG'), ('Zimbabwe', 'GPE'), ('Africa & the World', 'ORG')]",Zimbabwe,,"{'Young Generation', 'Africa & the World'}",,,
1632,1034285056062181376,"Fa: Rajat  <U+0001F315><U+0001F9DA><U+200D><U+2642><U+FE0F>& Mj
Quiet,Sentivite & Emotional.I Always Try My Best But They Never Understand Me.God,Plse Keep Them Safe.<U+0001F430><U+0001F33B><U+0001F34F>","[('Rajat', 'PERSON'), ('& Mj', 'ORG'), ('Quiet', 'PERSON'), ('Understand Me', 'ORG'), ('Plse Keep Them', 'PERSON')]",,,"{'Understand Me', '& Mj'}",,,"{('Rajat', 'PERSON'), ('Plse Keep Them', 'PERSON'), ('Quiet', 'PERSON')}"
1633,42263207,"Management Consultant increasing company valuation, trim value creation processes, improve leadership competencies and employee retention and loyalty.","('Management Consultant', 'ORG')",,,Management Consultant,,,
1634,3157864240,Really?,,,,,,,
1635,800815098319159298,Déjame vivir,,,,,,,
1636,33509534,@SeidorMENA SAP Partner,"('SAP Partner', 'PERSON')",,,,,,"('SAP Partner', 'PERSON')"
1637,1085478438419480576,Don't wait the perfect moment<U+0001F60A><U+0001F60A>...take the moment And make it perfect.<U+270C><U+0001F609>,"('perfect.<U+270C><U+0001F609', 'PERSON')",,,,,,"('perfect.<U+270C><U+0001F609', 'PERSON')"
1638,2205209171,Melanine up in my genes<U+0001F609>,"('U+0001F609', 'PERSON')",,,,,,"('U+0001F609', 'PERSON')"
1639,1080898071742025730,It's all about mindset so....,,,,,,,
1640,1090144565233963008,"#Simple 
#Innovative 
#Phenomenal 
#Hilarious
#Atyap
#Beautiful_Nurse","[('Phenomenal', 'MONEY'), ('Hilarious', 'PERSON')]",,,,,,"{('Hilarious', 'PERSON'), ('Phenomenal', 'MONEY')}"
1641,2353572253,This is the official Seidor MENA twitter latest #tech updates #sap #erp #cloud #IoT https://t.co/lqZTClAfux,"[('Seidor', 'GPE'), ('#erp #', 'MONEY'), ('#IoT https://t.co/lqZTClAfux', 'ORG')]",Seidor,,#IoT https://t.co/lqZTClAfux,,,"('#erp #', 'MONEY')"
1642,1089913059315990528,Y,,,,,,,
1643,950838027424759808,,,,,,,,
1644,20221857,"Hockey mom, volunteer, hockey player ... when it's not hockey, I'm obsessed with politics and news. And the Mindy Project.","('the Mindy Project', 'ORG')",,,the Mindy Project,,,
1645,36463674,"Husband, Father , Teacher?, Rugby League Coach Chester Gladiators Under 10s. Warrington Wolves season ticket holder. @GladiatorsRL @ChesterPTRL","[('Husband', 'GPE'), ('Rugby League', 'ORG'), ('Chester Gladiators', 'PERSON'), ('Under 10s', 'DATE'), ('Warrington Wolves', 'PERSON')]",Husband,,Rugby League,,,"{('Under 10s', 'DATE'), ('Warrington Wolves', 'PERSON'), ('Chester Gladiators', 'PERSON')}"
1646,1026187281672155136,"Resistor, tree hugger, traveler of the universe <U+0001F42F><U+0001F42F><U+0001F42F>and Clemson Tiger fan","[('U+0001F42F><U+0001F42F><U+0001F42F', 'ORG'), ('Clemson Tiger', 'ORG')]",,,"{'U+0001F42F><U+0001F42F><U+0001F42F', 'Clemson Tiger'}",,,
1647,1088144074778050560,Quality Car Export is a leading exporter of new and used vehicles from the UK.,"('UK', 'GPE')",UK,,,,,
1648,271931252,"Dog lover, Conservative Essex Area Campaign Manager and Councillor for Ockendon in Thurrock","[('Essex Area Campaign Manager', 'PERSON'), ('Ockendon', 'GPE'), ('Thurrock', 'GPE')]","{'Thurrock', 'Ockendon'}",,,,,"('Essex Area Campaign Manager', 'PERSON')"
1649,87209059,"MotherDaughterSisterAunt
FWD-FWP
DriverUltra RunnerMarathonerAF Paddler
Tea Lover
TravelFood
Frustrated Photographer","[('\x95\x95Mother\x95Daughter\x95Sister\x95Aunt\x95\x95', 'NORP'), ('\x95\x95FWD', 'GPE'), ('Runner\x95Marathoner\x95AF Paddler\x95\x95', 'ORG'), ('Lover\x95\x95\r\n\x95\x95Travel\x95Food\x95\x95\r\n', 'ORG'), ('Photographer\x95\x95', 'PERSON')]",FWD,,"{'Runner\x95Marathoner\x95AF Paddler\x95\x95', 'Lover\x95\x95\r\n\x95\x95Travel\x95Food\x95\x95\r\n'}",MotherDaughterSisterAunt,,"('Photographer\x95\x95', 'PERSON')"
1650,591907717,"If opportunity doesn't knock,I build a door.
//<U+0001F64F><U+0001F451><U+0001F41F>",,,,,,,
1651,995952951767150592,Have fun..,,,,,,,
1652,87568379,It's been 7 years and I still haven't quite figured out Twitter.,"[('7 years', 'DATE'), ('Twitter', 'GPE')]",Twitter,,,,,"('7 years', 'DATE')"
1653,1360659559,Here to shit stirr Sleepy Oxford St into action - support us please,"('Sleepy Oxford', 'LOC')",,Sleepy Oxford,,,,
1654,498501401,Heavy Simboti...Heavy like leather',,,,,,,
1655,1520965964,The official account of the Temple University Criminal Justice Society. We link students to the professional criminal justice field via experiences and events.,"('the Temple University Criminal Justice Society', 'ORG')",,,the Temple University Criminal Justice Society,,,
1656,986913917791326208,"working hours-24/8 |My followers re my social media family| DM is strictly on business promotion, thanks!<U+0001F4E9>",,,,,,,
1657,1081196995069526017,"dont watch the clock <U+23F0>, do what it does keep going",,,,,,,
1658,1011857702266564608,Sometimes the end is a fresh start in disguise.,,,,,,,
1659,783888014707523584,"Navy veteran! <U+0001F1FA><U+0001F1F8> Poverty is the normal, wealth is the exception - Thomas Sowell. MAGA! Trump 2020! Make sure to follow!","[('Navy', 'ORG'), ('Poverty', 'ORG'), ('Thomas Sowell', 'PERSON'), ('MAGA', 'GPE'), ('2020', 'DATE')]",MAGA,,"{'Poverty', 'Navy'}",,,"{('2020', 'DATE'), ('Thomas Sowell', 'PERSON')}"
1660,235471179,SAPIOSEXUAL,"('SAPIOSEXUAL', 'GPE')",SAPIOSEXUAL,,,,,
1661,1090133602531246080,La Tech || Kappa Delta || Can I Interest you in a sarcastic comment?,"('La Tech || Kappa Delta', 'ORG')",,,La Tech || Kappa Delta,,,
1662,1071060389406887936,abdul rehman,,,,,,,
1663,60354031,#ReaganConservative #HonorOurMilitary #DefendTheConstitution #ProGun #ProLife #ProIsrael #ProPolice #NeverTrump #NeverDemocrat #ExGOP #TCOT,"[('#ReaganConservative #', 'MONEY'), ('#ProGun #', 'MONEY'), ('#ProIsrael #ProPolice', 'MONEY'), ('#NeverDemocrat', 'MONEY'), ('TCOT', 'MONEY')]",,,,,,"{('#ProIsrael #ProPolice', 'MONEY'), ('#NeverDemocrat', 'MONEY'), ('#ReaganConservative #', 'MONEY'), ('#ProGun #', 'MONEY'), ('TCOT', 'MONEY')}"
1664,740550510579744768,"Loving,  kind hearted.. go getter","(' ', 'NORP')",,,, ,,
1665,951041983518314496,"Am a good G...And lowyer to people friendly to everyone in life that the real tin about me so u gat me huh
That me if u no me u no my  matter u no my full story","(' ', 'NORP')",,,, ,,
1666,4536122915,"Now keep in mind that I'm a creative, and I'm sensitive about my shit. <U+0001F1F0><U+0001F1EA><U+0001F4AB><U+0001F1FF><U+0001F1E6>","('U+0001F1F0><U+0001F1EA><U+0001F4AB><U+0001F1FF><U+0001F1E6', 'ORG')",,,U+0001F1F0><U+0001F1EA><U+0001F4AB><U+0001F1FF><U+0001F1E6,,,
1667,1060110724637380608,Official Account Singer / <U+03A4><U+03C1>a<U+03B3><U+03BF><U+03C5>d<U+03B9>st<U+03AE><U+03C2>,,,,,,,
1668,133580815,"The latest news and headlines on Steelers, Penguins, Pirates, Pitt, Penn State, preps and more.","[('Steelers', 'ORG'), ('Penguins', 'ORG'), ('Pirates', 'GPE'), ('Pitt', 'GPE'), ('Penn State', 'ORG')]","{'Pitt', 'Pirates'}",,"{'Steelers', 'Penn State', 'Penguins'}",,,
1669,380358667,I'm a cool nice guy..,,,,,,,
1670,229640538,Getting older as time goes on,,,,,,,
1671,159591782,"Father, Husband, Royal Naval Officer (seeking new opportunities), Norfolk enthusiast and life long learner. views are my own.","[('Husband', 'GPE'), ('Royal Naval Officer', 'ORG'), ('Norfolk', 'GPE')]","{'Husband', 'Norfolk'}",,Royal Naval Officer,,,
1672,36012860,IOS Storybook Maker |  Design & Product Thinker I  10+ years digital production management | WWDC 2018 Scholarship Recipient,"[('IOS Storybook Maker |  Design & Product Thinker', 'ORG'), ('10+ years', 'DATE'), ('WWDC', 'ORG'), ('2018', 'DATE')]",,,"{'IOS Storybook Maker |  Design & Product Thinker', 'WWDC'}",,,"{('2018', 'DATE'), ('10+ years', 'DATE')}"
1673,879925849063075840,#Web Developer #Web Designer #Android/Iphone Apps Development #Social Media Marketing #Business Development Manager #Freelancer #Entrepreneur,"[('Web Developer', 'PERSON'), ('Web Designer', 'PERSON'), ('Android/Iphone Apps Development #Social Media Marketing', 'ORG'), ('Business Development', 'ORG'), ('Entrepreneur', 'MONEY')]",,,"{'Business Development', 'Android/Iphone Apps Development #Social Media Marketing'}",,,"{('Web Designer', 'PERSON'), ('Web Developer', 'PERSON'), ('Entrepreneur', 'MONEY')}"
1674,1086890898770653184,VoterCRM election campaign management and key data analytics platform using artificial intelligence technology and deep learning data analytics.,,,,,,,
1675,369936591,"Dogs, fries, swimming, and LSU gymnastics! GEAUX TIGERS!","('LSU', 'ORG')",,,LSU,,,
1676,720126207635927043,One good thing bout muzic is that when it hits you don't feel any pain,"('One', 'CARDINAL')",,,,,,"('One', 'CARDINAL')"
1677,1081103795009081345,smile whatever happens<U+0001F984><U+0001F49E>.,,,,,,,
1678,98537355,"It's not about having more, it's about what you do with what you do have.",,,,,,,
1679,149961719,I just want some money... #GrindExtreme #HustleWontQuit #PreachPeace & #DoBetter,"[('#GrindExtreme #', 'MONEY'), ('#', 'ORDINAL'), ('PreachPeace &', 'ORG'), ('DoBetter', 'MONEY')]",,,PreachPeace &,,,"{('#GrindExtreme #', 'MONEY'), ('DoBetter', 'MONEY'), ('#', 'ORDINAL')}"
1680,1071769067806089216,The Bright Founder,,,,,,,
1681,1039924393940381696,ACTING C.E O,"('C.E', 'GPE')",C.E,,,,,
1682,1003537395873189888,Media Figures,,,,,,,
1683,3215988780,"Wannabe #entrepreneur & Aspiring Top Notch Marketer after 9 years of school #teaching, crazy huh?! <U+0001F92A>Aquarius <U+2652><U+FE0F> yet a bad listener, but I LOVE Intellect <U+2764><U+FE0F>","[('Wannabe', 'GPE'), ('9 years', 'DATE'), ('Aquarius', 'PERSON')]",Wannabe,,,,,"{('9 years', 'DATE'), ('Aquarius', 'PERSON')}"
1684,1090120548166832130,Muhammad,,,,,,,
1685,885749276042682369,The Book of Foul Spirits is out now on Amazon!,"[('The Book of Foul Spirits', 'WORK_OF_ART'), ('Amazon', 'ORG')]",,,Amazon,,The Book of Foul Spirits,
1686,1060003171,"Licensed arborist providing professional tree services to the Portland and surrounding areas for over 17 years.

CCB Number: 157952","[('Portland', 'GPE'), ('over 17 years', 'DATE'), ('157952', 'DATE')]",Portland,,,,,"{('157952', 'DATE'), ('over 17 years', 'DATE')}"
1687,1077615599033962497,Nigeria government and politics,,,,,,,
1688,1072963918912520200,Veciti opozicionar,"('Veciti', 'ORG')",,,Veciti,,,
1689,1679405628,not jasmine.,,,,,,,
1690,1031879128021131264,"Young,innovative,, God fearing 
#livingthedream",,,,,,,
1691,49731705,Olympiacos-Barcelona-New York Knicks I love basketball and music <U+0395><U+03AF>µa<U+03B9> µe<U+03B3><U+03AC><U+03BB><U+03BF><U+03C2> <U+03BA><U+03BB>eft<U+03BF>t<U+03BF><U+03C5><U+03B9>te<U+03C1>a<U+03C2> t<U+03BF> <U+03BB>e<U+03C9> <U+03BA>a<U+03B9> t<U+03BF> e<U+03BD><U+03BD><U+03BF><U+03CE>,"[('Olympiacos', 'ORG'), ('U+03C9', 'FAC')]",,,Olympiacos,,,"('U+03C9', 'FAC')"
1692,1088474259981328384,I  absolutely have no idea who I am. I thank God for every single day.,"('every single day', 'DATE')",,,,,,"('every single day', 'DATE')"
1693,418100820,Starry Dynamo Devotee  Lover of the <U+0001F30E>   Authenticity is my Lodestar  Director of #Marcomms @FairtradeCanada  #BeReal,"[('Starry Dynamo Devotee', 'ORG'), (' \x95', 'ORG'), ('Lodestar', 'GPE'), ('Marcomms', 'MONEY'), ('BeReal', 'MONEY')]",Lodestar,,"{'Starry Dynamo Devotee', ' \x95'}",,,"{('BeReal', 'MONEY'), ('Marcomms', 'MONEY')}"
1694,1009770687899361280,<U+200E> <U+200E> <U+200E> <U+200E><U+00010913> <U+00010904> <U+0001090C> <U+00010907> <U+00010900>,,,,,,,
1695,746755891949637632,stay out the way,,,,,,,
1696,889081449642573824,"@justinbieber
artist",,,,,,,
1697,912871210106490880,"Athlete<U+0001F3C3>--_
Entrepreneur,
Hold_ On_ Towards_ thE _GoAl","[('U+0001F3C3>--', 'GPE'), ('_', 'ORG'), ('Towards', 'ORG'), ('GoAl', 'GPE')]","{'U+0001F3C3>--', 'GoAl'}",,"{'_', 'Towards'}",,,
1698,1040152095813451778,l am a single looking for alady to marry/Ignetius group CEO,"('Ignetius', 'PERSON')",,,,,,"('Ignetius', 'PERSON')"
1699,1019833638714781696,student of Gospel,"('Gospel', 'GPE')",Gospel,,,,,
1700,1063344569264324608,"Addicted to bhim
     #bhimnative
       #  bhimloyalty","(' ', 'NORP')",,,, ,,
1701,14818936,Greetings friend. I'm sure we can figure this out.,,,,,,,
1702,167736690,"Hockey fan of the Toronto Maple Leafs, with a past life in politics, technology, genomics and health care.","('the Toronto Maple Leafs', 'FAC')",,,,,,"('the Toronto Maple Leafs', 'FAC')"
1703,806406541956055040,Strength<U+0001F4AA><U+0001F4AA>,,,,,,,
1704,374187767,Focus On You're Call,,,,,,,
1705,1061200764410847234,lets make the world better!,,,,,,,
1706,1414713511,"The time is out of joint; O cursed spite, That ever I was born to set it right! Nay, come, lets go together.",,,,,,,
1707,28413070,Dad. Straight Edge. GO GATORS! I'm Awesome. Army National Guard,"[('Straight Edge', 'PERSON'), ('Awesome', 'ORG'), ('Army National Guard', 'ORG')]",,,"{'Army National Guard', 'Awesome'}",,,"('Straight Edge', 'PERSON')"
1708,1083764649156329472,President & Co-founder @urgentcarekids. On a mission to deliver Virtual Care for Kids to every child nationwide. #telemedicine #telehealth,"[('@urgentcarekids', 'NORP'), ('Virtual Care for Kids', 'ORG'), ('#telemedicine', 'MONEY')]",,,Virtual Care for Kids,@urgentcarekids,,"('#telemedicine', 'MONEY')"
1709,743390681142534145,Myself,,,,,,,
1710,436903363,A¯_<U+0336><U+0325><U+264F> just me,,,,,,,
1711,274828596,"Clayhaus makes ceramic tile, specializing in bold colors and simple design. Passionately crafted with <U+2764><U+FE0F>","('Clayhaus', 'ORG')",,,Clayhaus,,,
1712,37593444,<U+0001F3F3><U+FE0F><U+200D><U+0001F308> <U+2712><U+FE0F><U+0001F4D6>Published Author<U+0001F4DA> #AmazonBestSeller #Taken 4-4-13! Email: Authorsmallz@gmail.com (For Business use ONLY) M/M<U+0001F46C>#BlackGayAuthor #BlackGayWriter,"('#AmazonBestSeller', 'MONEY')",,,,,,"('#AmazonBestSeller', 'MONEY')"
1713,924366274980823040,"As the most trusted confidant to the President of the United States, it is my honor and duty to post wisecracks relentlessly. Definitely (data-driven) satire.","('the United States', 'GPE')",the United States,,,,,
1714,1089038555144433664,I AM A SINGLE MOTHER I WAS BORN AND RISE IN NASSAU BAHAMAS I HAVE A SON I AM A OUTSTANDING FUNNY KIND GOOD HEART PERSON,,,,,,,
1715,2435495826,Indian / Power Sector Professional / Be Happy,"('Indian / Power Sector Professional / Be Happy', 'ORG')",,,Indian / Power Sector Professional / Be Happy,,,
1716,1938535004,The only permanent thing in this world; is CHANGE!,,,,,,,
1717,1512438692,"I am a man with principle and intergrity,I love life and fun .",,,,,,,
1718,1004344788,Aspiring Adult | Chaser of Rockets | Doodle Mom | Recovering Bartender | Professional People Pleaser,"('Doodle Mom', 'PERSON')",,,,,,"('Doodle Mom', 'PERSON')"
1719,2242801675,And what is the life of this World but Temporary!,"('World', 'ORG')",,,World,,,
1720,1050718926307389441,Family is the best for me,,,,,,,
1721,71532519,AM ME AND THATS IT,"('THATS', 'ORG')",,,THATS,,,
1722,237352385,"Technophile, Tesla Employee, Tesla Model 3 P3D owner, Man U/ORLANDO CITY<U+26BD><U+FE0F>, surfer/skimmer","[('Tesla Model 3', 'PRODUCT'), ('P3D', 'FAC'), ('Man U/ORLANDO CITY', 'GPE')]",Man U/ORLANDO CITY,,,,,"{('P3D', 'FAC'), ('Tesla Model 3', 'PRODUCT')}"
1723,445699870,becky's and Roscoe's Twitter and I am a patriotic freak if any of you guys don't like it you can deal with it,"('Roscoe', 'PERSON')",,,,,,"('Roscoe', 'PERSON')"
1724,959333043445092352,Forbes stay waiting on me,"('Forbes', 'ORG')",,,Forbes,,,
1725,711031364,#NY19 @DelgadoforNY19 #FBPE #KamalHarris2020 #ForThePeople,"[('FBPE', 'ORG'), ('#KamalHarris2020 #', 'MONEY')]",,,FBPE,,,"('#KamalHarris2020 #', 'MONEY')"
1726,1000034556626591745,Rise And Rise Again Until Lambs become Lions <U+2721><U+FE0E> in love with @alex_h_andersen GiGiiiLii,,,,,,,
1727,151776046,Natural Hustler with 'Street smarts'.,,,,,,,
1728,793632135160664064,IOP #islandsofphilippines. We're happy to bring & share to you our everyday delights. #travel #adventures #scenery #nature #photography #information #motivation,"[('#adventures', 'MONEY'), ('#', 'CARDINAL'), ('#', 'CARDINAL'), ('#information #', 'MONEY')]",,,,,,"{('#adventures', 'MONEY'), ('#information #', 'MONEY'), ('#', 'CARDINAL')}"
1729,1170474643,<U+0001F30E> Protect Our Planet <U+0001F499>Retired Teacher <U+0001F499>Support Troops & Veterans <U+0001F1FA><U+0001F1F8> Equality for All <U+0001F499>  <U+0001F1FA><U+0001F1F8>Kamala Harris For the People 2020 <U+2763><U+FE0F>,"[('U+0001F499>Support Troops & Veterans', 'ORG'), ('Equality for All', 'ORG'), (' <U+0001F1FA><U+0001F1F8>Kamala', 'ORG'), ('Harris', 'PERSON'), ('the People 2020', 'DATE')]",,,"{'U+0001F499>Support Troops & Veterans', 'Equality for All', ' <U+0001F1FA><U+0001F1F8>Kamala'}",,,"{('the People 2020', 'DATE'), ('Harris', 'PERSON')}"
1730,1070225856294019072,.,,,,,,,
1731,1076225842307575808,A WISE WOMAN WISHES 2 BE NO ONES ENEMY;A WISE WOMAN REFUSES 2 BE ANYONES VICTIM. stopadulterynow@mail.com DestroyednBeyond@mail.com https://t.co/RmgOp4LBVX,"[('2', 'CARDINAL'), ('BE ANYONE\x92S VICTIM', 'ORG'), ('DestroyednBeyond@mail.com', 'PERSON')]",,,BE ANYONES VICTIM,,,"{('DestroyednBeyond@mail.com', 'PERSON'), ('2', 'CARDINAL')}"
1732,1089294529721552896,"UFC NFL MLB MMA, MUSIC UNDERSTANDS BUT I DO LOVE CUDDLES N MOVIE. GOTTA HAVE LAUGHTER IN LIFE  <U+0001F606> http://LIVE, LOVE, LAUGH <U+0001F917><U+0001F970> <U+0001F606>starrandhearts69@gmail.com","[('UFC', 'ORG'), ('NFL', 'ORG'), ('MLB MMA', 'PERSON'), ('MUSIC UNDERSTANDS', 'ORG'), ('DO LOVE', 'WORK_OF_ART'), ('LOVE', 'ORG'), ('LAUGH', 'ORG')]",,,"{'MUSIC UNDERSTANDS', 'NFL', 'LOVE', 'UFC', 'LAUGH'}",,DO LOVE,"('MLB MMA', 'PERSON')"
1733,121699388,Marketing Specialist at Berk Marketing,"('Berk Marketing', 'ORG')",,,Berk Marketing,,,
1734,50902070,Philanthropist. Cunning Linguist. Philosopher. Human Being. RT's <U+2260> endorsement/agreement. Tweets are my own. Impeach Trump.,"[('Cunning Linguist', 'PERSON'), ('RT', 'ORG'), ('Impeach Trump', 'PERSON')]",,,RT,,,"{('Cunning Linguist', 'PERSON'), ('Impeach Trump', 'PERSON')}"
1735,1085400901983055872,"Success, happiness, good health and good fortune.","('Success', 'ORG')",,,Success,,,
1736,1347881491,semper ubi sub ubi,,,,,,,
1737,1083972342743736320,Do more of what you love,,,,,,,
1738,59604036,"My personality type is INTJ = Indigenous, Navajo, Traditional, Jokester.","[('INTJ =', 'ORG'), ('Navajo', 'GPE'), ('Traditional', 'GPE'), ('Jokester', 'GPE')]","{'Jokester', 'Traditional', 'Navajo'}",,INTJ =,,,
1739,323662213,"""i never paint dreams or nightmares. i paint my own reality""- Frida Kahlo",,,,,,,
1740,744983403804692480,"Politics, kittens, and panda propaganda. <U+0001F495>",,,,,,,
1741,1089949555771224064,"Dr. Joshua Kreithen - Board Certified Plastic Surgeon - Sarasota, FL - Breast & Body Transformations - Mommy Makeovers - Laser Liposuction - Fillers & Botox","[('Joshua Kreithen', 'PERSON'), ('FL - Breast & Body Transformations', 'ORG'), ('Liposuction - Fillers & Botox', 'ORG')]",,,"{'Liposuction - Fillers & Botox', 'FL - Breast & Body Transformations'}",,,"('Joshua Kreithen', 'PERSON')"
1742,761387562,In God we trust,,,,,,,
1743,1090101833689976832,Elegant..smart...biggest manchester united fan,,,,,,,
1744,26422794,"Wife, Mom, Grandma and Retired Practice Admin for a Med Office/love my dogs-Havanese","[('Grandma', 'PERSON'), ('Retired Practice Admin', 'PERSON'), ('Med Office', 'ORG'), ('Havanese', 'GPE')]",Havanese,,Med Office,,,"{('Grandma', 'PERSON'), ('Retired Practice Admin', 'PERSON')}"
1745,1088423970762903552,am a cool and calm guy who likes to met new people,,,,,,,
1746,942282104,T&T U20 // York U Womens Soccer,,,,,,,
1747,320084570,"musician
singer
science enthusiast 
future scientist",,,,,,,
1748,17873937,"PRODUCER / SONGWRITER / ARTIST 
LIVE: booking@arunamusic.com
MERCH: https://t.co/fPXP3OOwCI","[('PRODUCER / SONGWRITER /', 'ORG'), ('ARTIST', 'ORG'), ('MERCH', 'PERSON')]",,,"{'ARTIST', 'PRODUCER / SONGWRITER /'}",,,"('MERCH', 'PERSON')"
1749,20168760,"I ask no favors for my sex.All I ask of our brethren is, that they will take their feet from off our necks.#MedicareforAll I#THERESISTANCE #MyUterusNoYourUterus","('MyUterusNoYourUterus', 'MONEY')",,,,,,"('MyUterusNoYourUterus', 'MONEY')"
1750,25402994,"Organic rice, wheat, and almond farmer","('Organic', 'ORG')",,,Organic,,,
1751,977608485537042433,"ken you not tankzz :)) aksnskdstjdn                         
              <U+2606> insta: lexlieeee   spam acc: kenyounxtt","('U+2606', 'ORG')",,,U+2606,,,
1752,256193104,coastlife,,,,,,,
1753,508240924,POLITICIAN || CRIMINOLOGIST || founder 1T4 Entertainment® || info: +2348092888887 1t4bookings@gmail.com || #AttackAttackDontBeDulling || watch DDD <U+0001F517><U+0001F447>,"[('1T4 Entertainment', 'ORG'), ('2348092888887', 'CARDINAL'), ('#', 'CARDINAL'), ('DDD <U+0001F517><U+0001F447', 'ORG')]",,,"{'1T4 Entertainment', 'DDD <U+0001F517><U+0001F447'}",,,"{('2348092888887', 'CARDINAL'), ('#', 'CARDINAL')}"
1754,32169276,jersey mikes stan account,,,,,,,
1755,2203200623,#RESIST #NotMyPresident #metoo #VAWA,"[('#RESIST', 'MONEY'), ('VAWA', 'MONEY')]",,,,,,"{('#RESIST', 'MONEY'), ('VAWA', 'MONEY')}"
1756,2736003600,Free Spirit/Black Swan/Superstar,,,,,,,
1757,1082885245265821696,"The Golden Years is an American YouTube sitcom created by Brandon Stewart, as a tribute to The Golden Girls, Each episode is roughly a half-hour long. #Golden","[('The Golden Years', 'PERSON'), ('American', 'NORP'), ('YouTube', 'ORG'), ('Brandon Stewart', 'PERSON'), ('\x93The Golden Girls,\x94', 'FAC'), ('roughly a half-hour long', 'TIME'), ('Golden', 'MONEY')]",,,YouTube,American,,"{('Golden', 'MONEY'), ('The Golden Years', 'PERSON'), ('Brandon Stewart', 'PERSON'), ('roughly a half-hour long', 'TIME'), ('\x93The Golden Girls,\x94', 'FAC')}"
1758,905943317468385280,I just hope I don't get in trouble,,,,,,,
1759,1090083050145435648,Drake University  DU Cheer <U+0001F499><U+0001F436>,"('Drake University \x95', 'ORG')",,,Drake University ,,,
1760,948616980432654337,"Wine, basketball, wrestling and politics.",,,,,,,
1761,791666954402758656,NBA MLB Government & Politics #Election2016,"[('NBA', 'ORG'), ('MLB Government & Politics', 'ORG'), ('Election2016', 'MONEY')]",,,"{'NBA', 'MLB Government & Politics'}",,,"('Election2016', 'MONEY')"
1762,919908872004911105,"Law,Economics,Intelligence!!!!!!!!!!!",,,,,,,
1763,1048082145384615936,"#God, #Guns, and #Freedom || Chief Editor of https://t.co/DVng22Onwx || @TheDailyJake_ || No, I am not wearing Khaki's. || Isaiah 45:2","[('Guns', 'PERSON'), ('Freedom', 'MONEY'), ('Khaki', 'PERSON'), ('Isaiah', 'PERSON'), ('45:2', 'CARDINAL')]",,,,,,"{('Freedom', 'MONEY'), ('Isaiah', 'PERSON'), ('Guns', 'PERSON'), ('45:2', 'CARDINAL'), ('Khaki', 'PERSON')}"
1764,2233359603,1simple God fearing young man seeking to get the best from life. I love to live for God. Alone in Him<U+0001F636> psm34:8-10<U+0001F60D>,,,,,,,
1765,255138304,Journalist & producer on @tlntv @univisioncanada <U+2716><U+FE0F>1RU @municanada / finalist @missinterorg <U+2716><U+FE0F>Host of TLN @seriea Halftime Show,"[('Journalist &', 'ORG'), ('@municanada', 'GPE'), ('@missinterorg', 'GPE'), ('Host', 'ORG'), ('TLN @seriea Halftime Show', 'PERSON')]","{'@missinterorg', '@municanada'}",,"{'Host', 'Journalist &'}",,,"('TLN @seriea Halftime Show', 'PERSON')"
1766,1033765306295115776,Love streaming and posting YouTube videos just having a fun time. Go sub to my YouTube xAlpha Bomb01 and my twitch bomby01,"[('YouTube', 'ORG'), ('YouTube xAlpha', 'PERSON')]",,,YouTube,,,"('YouTube xAlpha', 'PERSON')"
