"","doc_id","sentence","token","upos","Entity"
"25079","doc2757","photographer architect lover nature culture indigenous designs","nature","NOUN","Profession"
"25084","doc2758","ufuffeuduufefwgal reporter ufualr alumni hobbies uufef travelingufuffeudufcooking ufbc interiordesign likesretweets u endorsements let<U+393C><U+3E32>","reporter","NOUN","Profession"
"25122","doc2762","italian product western pa proud father warehouse manager friend pat mcafee show","product","NOUN","Profession"
"25125","doc2762","italian product western pa proud father warehouse manager friend pat mcafee show","proud","ADJ","Personality"
"25127","doc2762","italian product western pa proud father warehouse manager friend pat mcafee show","warehouse","NOUN","Profession"
"25128","doc2762","italian product western pa proud father warehouse manager friend pat mcafee show","manager","NOUN","Profession"
"25135","doc2764","mississippi state university alumnus lafayette la","university","NOUN","Profession"
"25141","doc2765","m next oprah<U+393C><U+3E39>","next","ADJ","Organization"
"25146","doc2765","improving peoples quality life improving smile mydentalwig mission every jaw teeth loss filled mydentalwig","quality","NOUN","Profession"
"25158","doc2766","community parent liaison bethune ufuufef check <U+393C><U+3E32>s going bethune","community","NOUN","Profession"
"25159","doc2766","community parent liaison bethune ufuufef check <U+393C><U+3E32>s going bethune","parent","NOUN","Personality"
"25167","doc2767","attorney poet animal lover sports enthusiast debut book tears torture tomorrow writing nd one buy donut well friends forever","attorney","NOUN","Profession"
"25168","doc2767","attorney poet animal lover sports enthusiast debut book tears torture tomorrow writing nd one buy donut well friends forever","poet","NOUN","Profession"
"25171","doc2767","attorney poet animal lover sports enthusiast debut book tears torture tomorrow writing nd one buy donut well friends forever","sports","NOUN","Hobbies"
"25178","doc2767","attorney poet animal lover sports enthusiast debut book tears torture tomorrow writing nd one buy donut well friends forever","writing","NOUN","Hobbies"
"25187","doc2768","official twitter page kyle lambdin singersongwriter performer ufa ptr certified tennis coach ufbe","twitter","NOUN","Organization"
"25196","doc2768","official twitter page kyle lambdin singersongwriter performer ufa ptr certified tennis coach ufbe","tennis","NOUN","Hobbies"
"25197","doc2768","official twitter page kyle lambdin singersongwriter performer ufa ptr certified tennis coach ufbe","coach","NOUN","Profession"
"25210","doc2770","matter good get can always get better tiger woods ku enjoythechase","good","ADJ","Personality"
"25236","doc2773","washington based journalist cover us middle east ajarabic past worldbankmena radiosawa voanews views expressed mine","journalist","NOUN","Profession"
"25253","doc2774","one ufb certifiedpt<U+393C><U+3E35>nutritionist<U+393C><U+3E35>group fitness ufaauffc","fitness","NOUN","Profession"
"25274","doc2779","jack trades comedian loyal friend outdoorsman gamer nerd hoser eh wokeaf maga wwgwga","loyal","ADJ","Personality"
"25284","doc2780","student building engineering technology","student","NOUN","Profession"
"25285","doc2780","student building engineering technology","building","NOUN","Profession"
"25286","doc2780","student building engineering technology","engineering","NOUN","Profession"
"25287","doc2780","student building engineering technology","technology","NOUN","Profession"
"25289","doc2781","blogger internet digitalm journalist writer startup ufjesuschristwe living lastdays godschild ecommerce business skills matter pt","internet","NOUN","Hobbies"
"25291","doc2781","blogger internet digitalm journalist writer startup ufjesuschristwe living lastdays godschild ecommerce business skills matter pt","journalist","NOUN","Profession"
"25292","doc2781","blogger internet digitalm journalist writer startup ufjesuschristwe living lastdays godschild ecommerce business skills matter pt","writer","NOUN","Profession"
"25299","doc2781","blogger internet digitalm journalist writer startup ufjesuschristwe living lastdays godschild ecommerce business skills matter pt","business","NOUN","Profession"
"25309","doc2782","hard working gun carrying harley riding proud texan","proud","ADJ","Personality"
"25316","doc2783","uuu uu uaudufueuuueuuauu uu ueubuucuducu software professional stock market investor","software","NOUN","Profession"
"25317","doc2783","uuu uu uaudufueuuueuuauu uu ueubuucuducu software professional stock market investor","professional","ADJ","Profession"
"25319","doc2783","uuu uu uaudufueuuueuuauu uu ueubuucuducu software professional stock market investor","market","NOUN","Profession"
"25321","doc2784","programmer","programmer","NOUN","Profession"
"25325","doc2786","ba international politics ufuduf sincerely concerned american uffauff","politics","NOUN","Hobbies"
"25333","doc2787","mainly news sports politically incorrect fun prolife proguns onemanonewoman isupportthetroops ibacktheblue","sports","NOUN","Hobbies"
"25350","doc2789","student pmap ptm worker","student","NOUN","Profession"
"25353","doc2789","student pmap ptm worker","worker","NOUN","Profession"
"25362","doc2790","gaming collector rpg fanatic father husband science nerd sports fan tell bad jokes","sports","NOUN","Hobbies"
"25371","doc2791","dtown east alum ultimate frisbee die wcu second","frisbee","NOUN","Hobbies"
"25387","doc2793","best job texas coach mustangs","coach","NOUN","Profession"
"25389","doc2794","designer d modeler video producer perspectivist virtual existentialism embodiment free speech advocate addicted snacks uhttpstcoakilxaovb","designer","NOUN","Profession"
"25392","doc2794","designer d modeler video producer perspectivist virtual existentialism embodiment free speech advocate addicted snacks uhttpstcoakilxaovb","video","NOUN","Profession"
"25393","doc2794","designer d modeler video producer perspectivist virtual existentialism embodiment free speech advocate addicted snacks uhttpstcoakilxaovb","producer","NOUN","Profession"
"25400","doc2794","designer d modeler video producer perspectivist virtual existentialism embodiment free speech advocate addicted snacks uhttpstcoakilxaovb","advocate","NOUN","Profession"
"25415","doc2795","former hs oc marriedfather cfl fan south border go edmontonesks sharing scheme news see watching canadian ball esks cfl","scheme","NOUN","Profession"
"25420","doc2795","former hs oc marriedfather cfl fan south border go edmontonesks sharing scheme news see watching canadian ball esks cfl","ball","NOUN","Organization"
"25434","doc2797","retired engineer us navy veteran louisville auburn degree holder go cards war eagle ucuc","engineer","NOUN","Profession"
"25450","doc2798","never let go cant afford lose chelseafc ma dna","ca","AUX","Organization"
"25463","doc2800","young architect computer engr networker n also writer jack trade","architect","NOUN","Profession"
"25464","doc2800","young architect computer engr networker n also writer jack trade","computer","NOUN","Profession"
"25469","doc2800","young architect computer engr networker n also writer jack trade","writer","NOUN","Profession"
"25476","doc2801","simply life clubbing houseteck music family cooking passion","music","NOUN","Hobbies"
"25478","doc2801","simply life clubbing houseteck music family cooking passion","cooking","NOUN","Hobbies"
"25490","doc2804","comedian actor singer rapper tattoo artist","singer","NOUN","Profession"
"25493","doc2804","comedian actor singer rapper tattoo artist","artist","NOUN","Profession"
"25521","doc2810","ivy league trained reaserchers data science consultants help people levels meet coding goals dm free video consultation","data","NOUN","Profession"
"25532","doc2810","ivy league trained reaserchers data science consultants help people levels meet coding goals dm free video consultation","video","NOUN","Profession"
"25534","doc2811","financial planner specialist retirement strategies wealth preservation securities offered lpl financial member finrasipc httpstcocynma httpstcobyaeosqmwh","financial","ADJ","Profession"
"25535","doc2811","financial planner specialist retirement strategies wealth preservation securities offered lpl financial member finrasipc httpstcocynma httpstcobyaeosqmwh","planner","NOUN","Profession"
"25536","doc2811","financial planner specialist retirement strategies wealth preservation securities offered lpl financial member finrasipc httpstcocynma httpstcobyaeosqmwh","specialist","NOUN","Profession"
"25544","doc2811","financial planner specialist retirement strategies wealth preservation securities offered lpl financial member finrasipc httpstcocynma httpstcobyaeosqmwh","financial","ADJ","Profession"
"25562","doc2815","phd student lsu","student","NOUN","Profession"
"25565","doc2816","millionaire poet author motivational writer speaker political analyst gods servant humble hope happy african citizenufffuffc","poet","NOUN","Profession"
"25566","doc2816","millionaire poet author motivational writer speaker political analyst gods servant humble hope happy african citizenufffuffc","author","NOUN","Profession"
"25568","doc2816","millionaire poet author motivational writer speaker political analyst gods servant humble hope happy african citizenufffuffc","writer","NOUN","Profession"
"25570","doc2816","millionaire poet author motivational writer speaker political analyst gods servant humble hope happy african citizenufffuffc","political","ADJ","Profession"
"25571","doc2816","millionaire poet author motivational writer speaker political analyst gods servant humble hope happy african citizenufffuffc","analyst","NOUN","Profession"
"25574","doc2816","millionaire poet author motivational writer speaker political analyst gods servant humble hope happy african citizenufffuffc","humble","ADJ","Personality"
"25576","doc2816","millionaire poet author motivational writer speaker political analyst gods servant humble hope happy african citizenufffuffc","happy","ADJ","Personality"
"25579","doc2817","loving husband father survivor california democrat plantation thanks momufa","loving","ADJ","Personality"
"25593","doc2819","havent tweeted appropriately since april","april","NOUN","Organization"
"25596","doc2820","im seeking serious long term relationship future beloved man conscientious decent good matured honest","serious","ADV","Personality"
"25603","doc2820","im seeking serious long term relationship future beloved man conscientious decent good matured honest","conscientious","ADJ","Personality"
"25605","doc2820","im seeking serious long term relationship future beloved man conscientious decent good matured honest","good","ADJ","Personality"
"25607","doc2820","im seeking serious long term relationship future beloved man conscientious decent good matured honest","honest","NOUN","Personality"
"25610","doc2821","mountain woman army airnatlguard veteran standing god country uffuffb uf uffauff ufeeuff","army","NOUN","Profession"
"25638","doc2823","legal consultant arbirter lawyer","legal","ADJ","Profession"
"25639","doc2823","legal consultant arbirter lawyer","consultant","ADJ","Profession"
"25641","doc2823","legal consultant arbirter lawyer","lawyer","NOUN","Profession"
"25674","doc2826","grafo gamer lector weirdo y autista writer photographer gamer reader weirdo autistic httptcomzkpoawg","writer","NOUN","Profession"
"25675","doc2826","grafo gamer lector weirdo y autista writer photographer gamer reader weirdo autistic httptcomzkpoawg","photographer","NOUN","Profession"
"25725","doc2832","born bear read details ending write world see forgot pen shit bed typical","read","VERB","Hobbies"
"25743","doc2833","dont take tweets personal sociologist anthropologistuf social researcher talented manager oau alumnus photographeruff musicufa","social","ADJ","Profession"
"25744","doc2833","dont take tweets personal sociologist anthropologistuf social researcher talented manager oau alumnus photographeruff musicufa","researcher","NOUN","Profession"
"25746","doc2833","dont take tweets personal sociologist anthropologistuf social researcher talented manager oau alumnus photographeruff musicufa","manager","NOUN","Profession"
"25752","doc2834","consistently good inconsistently great","good","ADJ","Personality"
"25760","doc2836","christian author teacher foil fencer tweet support president trump globalist activities us europe canada un climate hoax maga twgrp","author","NOUN","Profession"
"25761","doc2836","christian author teacher foil fencer tweet support president trump globalist activities us europe canada un climate hoax maga twgrp","teacher","NOUN","Profession"
"25765","doc2836","christian author teacher foil fencer tweet support president trump globalist activities us europe canada un climate hoax maga twgrp","support","NOUN","Profession"
"25801","doc2838","welcome conservative social network algorithmsufufef censorsuf maga join now httpstcotkqnvbcff donate httpstcongdeoqxs","social","ADJ","Profession"
"25802","doc2838","welcome conservative social network algorithmsufufef censorsuf maga join now httpstcotkqnvbcff donate httpstcongdeoqxs","network","NOUN","Profession"
"25840","doc2840","maga q qanon greatawakening thestorm wwgwga nra patriot teamtrump winning wakeup deplorable constitution republic","patriot","NOUN","Personality"
"25859","doc2842","hospitalitytourismbdm curator stockhouserest trimtourismn salmonofkfest boyneadventurer trimtradfest classicaleve trimpassportirl e dgtalkingpugie","curator","NOUN","Profession"
"25880","doc2844","ma broadcast journalism student cardiffjomec broadcastcjsufuniversity exeter graduate xpressionfm uf francophone ufebuff londoner uf music lover ufbc","student","NOUN","Profession"
"25891","doc2844","ma broadcast journalism student cardiffjomec broadcastcjsufuniversity exeter graduate xpressionfm uf francophone ufebuff londoner uf music lover ufbc","music","NOUN","Hobbies"
"25901","doc2847","interests data visualization tools clustering cloud computing also environmental changes green technology cold regions human evolution","data","NOUN","Profession"
"25908","doc2847","interests data visualization tools clustering cloud computing also environmental changes green technology cold regions human evolution","environmental","ADJ","Profession"
"25911","doc2847","interests data visualization tools clustering cloud computing also environmental changes green technology cold regions human evolution","technology","NOUN","Profession"
"25912","doc2847","interests data visualization tools clustering cloud computing also environmental changes green technology cold regions human evolution","cold","ADJ","Personality"
"25918","doc2849","marine host things nd supporter wwgwga","marine","NUM","Profession"
"25936","doc2851","uffauffuffauffso proud american trump leader god bless america uufef pray every single day maga stop supporting <U+393C><U+3E32>","proud","ADJ","Personality"
"25960","doc2852","m proud republican believer god can agree disagree respectfuly don<U+393C><U+3E32>","proud","ADJ","Personality"
"25980","doc2853","wrestle hustle game","game","NOUN","Profession"
"25998","doc2855","development economist training working businessman aspiring politician passionate activist pti ptifamily","development","NOUN","Profession"
"25999","doc2855","development economist training working businessman aspiring politician passionate activist pti ptifamily","economist","NOUN","Profession"
"26000","doc2855","development economist training working businessman aspiring politician passionate activist pti ptifamily","training","VERB","Profession"
"26005","doc2855","development economist training working businessman aspiring politician passionate activist pti ptifamily","passionate","NOUN","Personality"
"26013","doc2857","recording local musicians posterity","local","ADJ","Profession"
"26032","doc2859","wife mother constitutionalists uffaufftrue deplorable people good others brainwashed ufufauufefuffauffuufefi cry red white blue tears magauffaufflove potus","good","ADJ","Personality"
"26071","doc2864","michigan state cooley law graduate bankruptcy real estate attorney maryland district columbia","attorney","NOUN","Profession"
"26079","doc2866","political alt account jacobfrederickg follow political things choose see politics related things","political","ADJ","Profession"
"26081","doc2866","political alt account jacobfrederickg follow political things choose see politics related things","account","NOUN","Profession"
"26084","doc2866","political alt account jacobfrederickg follow political things choose see politics related things","political","ADJ","Profession"
"26088","doc2866","political alt account jacobfrederickg follow political things choose see politics related things","politics","NOUN","Hobbies"
"26096","doc2867","just hanging duck blind waiting next set birds move chatting anything everything opinions shared debates enjoyed","next","ADV","Organization"
"26127","doc2871","year old hiphop artist santa rosa california making music years follow please","artist","NOUN","Profession"
"26132","doc2871","year old hiphop artist santa rosa california making music years follow please","music","NOUN","Hobbies"
"26137","doc2872","calm guy move closer know","calm","ADJ","Personality"
"26143","doc2873","yourhondamate automotive automarketing x autofam autosocial expat internetmanager honda bdc businessmanager hagerstownhonda","automotive","ADJ","Profession"
"26186","doc2876","im maddand deplorableand long twitter earth historys indicator","twitter","NOUN","Organization"
"26198","doc2879","cnu field hockey <U+393C><U+3E31>","field","NOUN","Profession"
"26199","doc2879","cnu field hockey <U+393C><U+3E31>","hockey","NOUN","Hobbies"
"26220","doc2883","proud educator","proud","ADJ","Personality"
"26222","doc2884","loving caring person open person","loving","ADJ","Personality"
"26233","doc2885","uffb presenter radio benidorm fm <U+393C><U+3E35>","presenter","NOUN","Profession"
"26239","doc2885","ufc football index trader <U+393C><U+3E35>","football","NOUN","Hobbies"
"26241","doc2885","ufc football index trader <U+393C><U+3E35>","trader","NOUN","Profession"
"26255","doc2886","lame university new hampshire football","university","NOUN","Profession"
"26258","doc2886","lame university new hampshire football","football","NOUN","Hobbies"
"26261","doc2887","wife ret army aviatormothergold star mothergrandmotherchristian conservativebc survivor years proudly blocked megyn mccain","army","NOUN","Profession"
"26279","doc2888","podcast represent downtrodden books showing best light acting defence court public opinion","acting","VERB","Hobbies"
"26281","doc2888","podcast represent downtrodden books showing best light acting defence court public opinion","court","NOUN","Profession"
"26284","doc2889","lucky s baby grown wrocknroll countrymusic songwriter guitar ufb theuufefof gardener camp fish hunt uufef god family friends usa magaucufef","lucky","ADJ","Personality"
"26291","doc2889","lucky s baby grown wrocknroll countrymusic songwriter guitar ufb theuufefof gardener camp fish hunt uufef god family friends usa magaucufef","guitar","NOUN","Hobbies"
"26304","doc2890","entrepreneur author investor financialmarkettrader","entrepreneur","NOUN","Profession"
"26305","doc2890","entrepreneur author investor financialmarkettrader","author","NOUN","Profession"
"26321","doc2892","makes special absolutely nothing lol everything depending perspective food thought riddle answer answer","food","NOUN","Profession"
"26327","doc2893","new account uri<U+393C><U+3E32>uffauff","account","NOUN","Profession"
"26339","doc2895","trump supporteruffauff magauffauff recovering twitter jail lol refollow follow lost everyone week buildthewall","twitter","NOUN","Organization"
"26353","doc2897","ucconservative trumpuc patriot uffauff maga animal rescue love uf <U+393C><U+3E32>m usteelers girl army proud","patriot","NOUN","Personality"
"26364","doc2897","ucconservative trumpuc patriot uffauff maga animal rescue love uf <U+393C><U+3E32>m usteelers girl army proud","army","NOUN","Profession"
"26365","doc2897","ucconservative trumpuc patriot uffauff maga animal rescue love uf <U+393C><U+3E32>m usteelers girl army proud","proud","NOUN","Personality"
"26371","doc2898","promoting perpetuating making global connections arts artists artsbased causes advocate","arts","NOUN","Hobbies"
"26375","doc2898","promoting perpetuating making global connections arts artists artsbased causes advocate","advocate","NOUN","Profession"
"26376","doc2899","sports journalist free fm mhz ghana im friendlyfacebook louis hernandez chicharito balcazar","sports","NOUN","Hobbies"
"26377","doc2899","sports journalist free fm mhz ghana im friendlyfacebook louis hernandez chicharito balcazar","journalist","NOUN","Profession"
"26395","doc2901","avid fan things vandy cubs dmb running","running","VERB","Hobbies"
"26410","doc2903","sports","sports","NOUN","Hobbies"
"26422","doc2905","apple unix microsoft embedded system architect technologist gadgetier video game enthusiast ritek xbl psn","apple","ADJ","Organization"
"26424","doc2905","apple unix microsoft embedded system architect technologist gadgetier video game enthusiast ritek xbl psn","microsoft","NOUN","Organization"
"26427","doc2905","apple unix microsoft embedded system architect technologist gadgetier video game enthusiast ritek xbl psn","architect","NOUN","Profession"
"26428","doc2905","apple unix microsoft embedded system architect technologist gadgetier video game enthusiast ritek xbl psn","technologist","NOUN","Profession"
"26430","doc2905","apple unix microsoft embedded system architect technologist gadgetier video game enthusiast ritek xbl psn","video","NOUN","Profession"
"26431","doc2905","apple unix microsoft embedded system architect technologist gadgetier video game enthusiast ritek xbl psn","game","NOUN","Profession"
"26437","doc2906","adgovernment teacher st francis hs go ducks minor league baseball fan","teacher","NOUN","Profession"
"26445","doc2906","adgovernment teacher st francis hs go ducks minor league baseball fan","baseball","NOUN","Hobbies"
"26451","doc2907","paralegaloffice mgr healthcare provider music animal rescue volunteer elderly adults children ready indictments tied trump","music","NOUN","Hobbies"
"26454","doc2907","paralegaloffice mgr healthcare provider music animal rescue volunteer elderly adults children ready indictments tied trump","volunteer","NOUN","Hobbies"
"26466","doc2908","sportsnut italian stallion ny sports die hard army vet god bless great country democrats equal despicable ihatefuckingclowns maga armyveteran","sports","NOUN","Hobbies"
"26469","doc2908","sportsnut italian stallion ny sports die hard army vet god bless great country democrats equal despicable ihatefuckingclowns maga armyveteran","army","NOUN","Profession"
"26503","doc2913","art music science lover curious things human mammalian viewing world west atlantic perspective doverted irony humor","music","NOUN","Hobbies"
"26520","doc2914","family ufae football ufae living life whodey bengals","football","NOUN","Hobbies"
"26531","doc2916","php worepress developer","developer","NOUN","Profession"
"26534","doc2917","ushealth advisors licensed health coverage agents dedicated spreading companys mission hope helping people everyday","licensed","VERB","Profession"
"26580","doc2920","identical twin epilepsy lucky made far find something want day every day life produce","lucky","ADJ","Personality"
"26593","doc2921","colorado state volleyball","volleyball","NOUN","Hobbies"
"26607","doc2924","original official twitter account wake county republican party please follow","twitter","NOUN","Organization"
"26608","doc2924","original official twitter account wake county republican party please follow","account","NOUN","Profession"
"26618","doc2925","family man conservative patriot diehard browns buckeyes fan","patriot","NOUN","Personality"
"26627","doc2926","beekeeper ufd naturopathic medicine student deplorable married ucufefufeeuffuffauff","student","NOUN","Profession"
"26629","doc2926","beekeeper ufd naturopathic medicine student deplorable married ucufefufeeuffuffauff","married","ADJ","Personality"
"26632","doc2927","admin manager daltile sports fan tejanocountry music fan beer drinker","manager","NOUN","Profession"
"26634","doc2927","admin manager daltile sports fan tejanocountry music fan beer drinker","sports","NOUN","Hobbies"
"26637","doc2927","admin manager daltile sports fan tejanocountry music fan beer drinker","music","NOUN","Hobbies"
"26645","doc2931","multimedia producer skynewsarabia former news editor yahoo uu uuu uaudua uuu uuuuuu uuu uuuuauu uuuu uu uuuu uuduuua uuuua","multimedia","NOUN","Profession"
"26646","doc2931","multimedia producer skynewsarabia former news editor yahoo uu uuu uaudua uuu uuuuuu uuu uuuuauu uuuu uu uuuu uuduuua uuuua","producer","NOUN","Profession"
"26650","doc2931","multimedia producer skynewsarabia former news editor yahoo uu uuu uaudua uuu uuuuuu uuu uuuuauu uuuu uu uuuu uuduuua uuuua","editor","NOUN","Profession"
"26665","doc2932","xavier dancing golf colombia sushi blackhawks","dancing","NOUN","Hobbies"
"26666","doc2932","xavier dancing golf colombia sushi blackhawks","golf","NOUN","Hobbies"
"26699","doc2935","maga kag retired surgical hospice nurse want make life better family leave earth married first crush","nurse","NOUN","Profession"
"26707","doc2935","maga kag retired surgical hospice nurse want make life better family leave earth married first crush","married","VERB","Personality"
"26711","doc2936","old account hacked painful uf thank god life goneufbufb","account","NOUN","Profession"
"26731","doc2938","usmc vet hardcore conservative democrat supporter law enforcement aggressive border security","security","NOUN","Profession"
"26737","doc2940","mirakkel saregamapa zee bangla drawing voly boll foothbool uti infrasture technolgoy service limitedutiitsl","drawing","X","Hobbies"
"26744","doc2940","mirakkel saregamapa zee bangla drawing voly boll foothbool uti infrasture technolgoy service limitedutiitsl","service","NOUN","Profession"
"26746","doc2941","musician slave time clock around dece person","musician","ADJ","Profession"
"26754","doc2942","uff account shared sister uncle also chronosynclasted infundibulumed kag","account","NOUN","Profession"
"26768","doc2944","astro photographer image maker yrs student srf truth since spreading gathering fact seeds tree truth","photographer","NOUN","Profession"
"26772","doc2944","astro photographer image maker yrs student srf truth since spreading gathering fact seeds tree truth","student","NOUN","Profession"
"26811","doc2948","marketing pro creative brand builder tech guru fitness fanatic animal adorer","marketing","NOUN","Profession"
"26813","doc2948","marketing pro creative brand builder tech guru fitness fanatic animal adorer","creative","ADJ","Personality"
"26814","doc2948","marketing pro creative brand builder tech guru fitness fanatic animal adorer","brand","NOUN","Profession"
"26815","doc2948","marketing pro creative brand builder tech guru fitness fanatic animal adorer","builder","NOUN","Profession"
"26818","doc2948","marketing pro creative brand builder tech guru fitness fanatic animal adorer","fitness","NOUN","Profession"
"26822","doc2949","professional video animation graphic designer","professional","ADJ","Profession"
"26823","doc2949","professional video animation graphic designer","video","NOUN","Profession"
"26825","doc2949","professional video animation graphic designer","graphic","ADJ","Profession"
"26826","doc2949","professional video animation graphic designer","designer","NOUN","Profession"
"26831","doc2950","june th fcbarcelona ubd music addictsocialite luufef quavostuntinwizkidayogoswaelee iglamihuncho","music","NOUN","Hobbies"
"26839","doc2951","uufefuufefhigh risk voyager specialist travelinsurance protecting individuals groups remote high risk territorial zones across worlduufefuufef","specialist","NOUN","Profession"
"26853","doc2952","trendingnowufc news sports entertainment tech business fashion science health marketing across socialmedia viral trending","sports","NOUN","Hobbies"
"26856","doc2952","trendingnowufc news sports entertainment tech business fashion science health marketing across socialmedia viral trending","business","NOUN","Profession"
"26860","doc2952","trendingnowufc news sports entertainment tech business fashion science health marketing across socialmedia viral trending","marketing","NOUN","Profession"
"26867","doc2953","eat drink football politics ucucucucucucuuuufuffufufufeufeufafuffuffububuaufeufeufadufadufufufufufufufaufufufufufaufufufa<U+393C><U+3E39><U+613C><U+3E39><U+613C><U+3E65>uuffuubufaufufufaufaubuffuuu","football","NOUN","Hobbies"
"26868","doc2953","eat drink football politics ucucucucucucuuuufuffufufufeufeufafuffuffububuaufeufeufadufadufufufufufufufaufufufufufaufufufa<U+393C><U+3E39><U+613C><U+3E39><U+613C><U+3E65>uuffuubufaufufufaufaubuffuuu","politics","NOUN","Hobbies"
"26881","doc2954","founder editorinchief wmovings phd unimelb rorypeckawards walkleys award winning journalist filmmaker acmixstudio unimelb resident","journalist","NOUN","Profession"
"26888","doc2956","digital media solutions innovative technology consulting store future content workflow ad management cloud marketing eink iot digitalsignage","media","NOUN","Profession"
"26891","doc2956","digital media solutions innovative technology consulting store future content workflow ad management cloud marketing eink iot digitalsignage","technology","NOUN","Profession"
"26898","doc2956","digital media solutions innovative technology consulting store future content workflow ad management cloud marketing eink iot digitalsignage","management","NOUN","Profession"
"26900","doc2956","digital media solutions innovative technology consulting store future content workflow ad management cloud marketing eink iot digitalsignage","marketing","NOUN","Profession"
"26924","doc2959","retired usaf veteran level trauma team rn evidence based data always wins selective ignorance blind rhetoric union guy resist climatechange","data","NOUN","Profession"
"26936","doc2960","just social media account xpect unxpected u<U+613C><U+3E63>x<U+623C><U+3E32>","social","ADJ","Profession"
"26937","doc2960","just social media account xpect unxpected u<U+613C><U+3E63>x<U+623C><U+3E32>","media","NOUN","Profession"
"26938","doc2960","just social media account xpect unxpected u<U+613C><U+3E63>x<U+623C><U+3E32>","account","NOUN","Profession"
"26946","doc2961","original chinese mans social media influencer tweets trolls will blocked ufab abusive behavior reported uf rt endorsement","social","ADJ","Profession"
"26947","doc2961","original chinese mans social media influencer tweets trolls will blocked ufab abusive behavior reported uf rt endorsement","media","NOUN","Profession"
"26960","doc2962","student life son brother uncle friend usmc vet genxer progressive life lgbtq uffufefuduf theresistance","student","NOUN","Profession"
"26969","doc2962","student life son brother uncle friend usmc vet genxer progressive life lgbtq uffufefuduf theresistance","progressive","ADJ","Organization"
"26975","doc2963","im gentle man god fearing","gentle","ADJ","Personality"
"26986","doc2964","im human inhuman also personal page fair game","game","NOUN","Profession"
"26987","doc2965","builder breaker mess creator father partner one beer scotch whiskey staples love forest opinions","builder","NOUN","Profession"
"27021","doc2969","georgia southern university","university","NOUN","Profession"
"27023","doc2971","simple kind","kind","NOUN","Personality"
"27034","doc2973","america s strongest primetime lineup anywherefollow americas cable news network deliveringyou breaking news insightful analysis mustsee videos","network","NOUN","Profession"
"27046","doc2974","god great phil wjc soccer <U+393C><U+3E31>","soccer","NOUN","Hobbies"
"27053","doc2977","tennis genz entrepreneur public speaker inquiries machereford","tennis","PRON","Hobbies"
"27055","doc2977","tennis genz entrepreneur public speaker inquiries machereford","entrepreneur","PRON","Profession"
"27060","doc2978","game chess objective protect king","game","NOUN","Profession"
"27061","doc2978","game chess objective protect king","chess","NOUN","Hobbies"
"27066","doc2979","ny sports fan wwe fan political junkie harcore rockwelcome takeovermfrs","sports","NOUN","Hobbies"
"27070","doc2979","ny sports fan wwe fan political junkie harcore rockwelcome takeovermfrs","political","ADJ","Profession"
"27086","doc2981","mom art book film lover epicurean independent uufef president uffauffufecufeufeuffe","film","NOUN","Profession"
"27095","doc2982","classic rock music discovering truth patriot","music","NOUN","Hobbies"
"27098","doc2982","classic rock music discovering truth patriot","patriot","NOUN","Personality"
"27100","doc2983","powered technology transform ideas results new realities","technology","NOUN","Profession"
"27111","doc2984","usi womens soccer ubdufef","soccer","NOUN","Hobbies"
"27113","doc2985","copywriter clarinetist daughter hater olives lover classic rock new wave","copywriter","NOUN","Profession"
"27133","doc2986","born raised galena thgeneration kansan faith god family love country proud husband suzanne father ava joe maggie gus","proud","ADJ","Personality"
"27145","doc2987","election mother self hubby army vets republican household","army","NOUN","Profession"
"27151","doc2988","laugh reply mean tweets take seriously fake pretend venting","mean","VERB","Personality"
"27180","doc2992","maga trump kag nra q qanon buildthewall deliriously happy christian ranchwife grateful jesus potus q vets leos","happy","ADJ","Personality"
"27203","doc2994","former network ten newsreader","network","NOUN","Profession"
"27227","doc2998","husband father grandpa oilman golfer hockey player boater go eguana technologies","hockey","NOUN","Hobbies"
"27235","doc2999","spartanburg high school co <U+393C><U+3E31>","school","NOUN","Profession"
"27238","doc3000","passionate woman l love affectionate long run companionship enjoyment person loves","passionate","ADJ","Personality"
"27242","doc3000","passionate woman l love affectionate long run companionship enjoyment person loves","affectionate","ADJ","Personality"
"27250","doc3001","fun loving whiskey drinking conservative donald trump","loving","ADJ","Personality"
"27261","doc3002","passion god drive help people mean possible visionary saw already job completed","mean","VERB","Personality"
"27275","doc3005","csu education major history social studies","education","NOUN","Profession"
"27278","doc3005","csu education major history social studies","social","ADJ","Profession"
"27283","doc3006","follower jesus christ government affairs tamu gig<U+393C><U+3E32>","government","NOUN","Profession"
"27284","doc3006","follower jesus christ government affairs tamu gig<U+393C><U+3E32>","affairs","NOUN","Profession"
"27336","doc3012","nigerian core passionate driven","passionate","NOUN","Personality"
"27339","doc3013","news reporter wjtv former sports reporter ntv news digital sports director httpstcoxpbxft usc upstate graduate email story ideas alovewjtvcom","reporter","NOUN","Profession"
"27342","doc3013","news reporter wjtv former sports reporter ntv news digital sports director httpstcoxpbxft usc upstate graduate email story ideas alovewjtvcom","sports","NOUN","Hobbies"
"27343","doc3013","news reporter wjtv former sports reporter ntv news digital sports director httpstcoxpbxft usc upstate graduate email story ideas alovewjtvcom","reporter","NOUN","Profession"
"27347","doc3013","news reporter wjtv former sports reporter ntv news digital sports director httpstcoxpbxft usc upstate graduate email story ideas alovewjtvcom","sports","NOUN","Hobbies"
