"","doc_id","token","upos","Entity","pos_previous","pos_next","token_previous","token_next"
"27205","doc3430","god","PROPN","Irrelavant","pos[w-1]=VERB","pos[w+1]=PROPN","token[w-1]=thank","token[w-1]=president"
"17330","doc2171","thesnakeliarbetrayer","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=trumpistheantichrist","token[w-1]=saveourcountrysavetheworld"
"9877","doc1228","wen","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=fire","token[w-1]=stepped"
"12070","doc1508","music","NOUN","Hobbies",NA,"pos[w+1]=NOUN",NA,"token[w-1]=composer"
"18966","doc2381","home","ADV","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=home","token[w-1]=holiday"
"24023","doc3014","take","VERB","Irrelavant","pos[w-1]=PART","pos[w+1]=NOUN","token[w-1]=nt","token[w-1]=shit"
"21703","doc2725","back","ADV","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=follow","token[w-1]=followers"
"22211","doc2783","future","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=working",NA
"28489","doc3605","intelligence","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=artificial","token[w-1]=asian"
"9839","doc1224","crj","PROPN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=q","token[w-1]=cseries"
"26089","doc3291","entertainment","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=study","token[w-1]=wild"
"14781","doc1863","cradle","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=hands","token[w-1]=stars"
"18172","doc2280","something","PRON","Irrelavant","pos[w-1]=VERB","pos[w+1]=PROPN","token[w-1]=know","token[w-1]=god"
"27888","doc3520","things","NOUN","Irrelavant","pos[w-1]=ADP",NA,"token[w-1]=among",NA
"7057","doc881","rights","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=human","token[w-1]=bluewave"
"9324","doc1162","effe","NOUN","Irrelavant","pos[w-1]=ADV",NA,"token[w-1]=extremely",NA
"2390","doc308","legal","ADJ","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=speaker","token[w-1]=issues"
"21088","doc2646","life","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=relationships","token[w-1]=general"
"3402","doc427","baptizing","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=christening","token[w-1]=information"
"29462","doc3713","montreal","ADJ","Irrelavant","pos[w-1]=X","pos[w+1]=NOUN","token[w-1]=fri","token[w-1]=time"
"26926","doc3393","formed","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=nigga","token[w-1]=shall"
"30821","doc3882","pakistani","ADJ","Irrelavant","pos[w-1]=AUX","pos[w+1]=ADJ","token[w-1]=hai","token[w-1]=ufd"
"9545","doc1190","dealing","VERB","Irrelavant","pos[w-1]=ADV","pos[w+1]=ADV","token[w-1]=now","token[w-1]=just"
"18412","doc2315","ubufuuueucueu","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=uufuuuuuduueu","token[w-1]=uudu"
"27669","doc3490","ca","NOUN","Organization","pos[w-1]=NOUN","pos[w+1]=ADP","token[w-1]=county","token[w-1]=past"
"3507","doc440","shaker","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=table","token[w-1]=italian"
"7471","doc935","dphs","NOUN","Irrelavant",NA,"pos[w+1]=PUNCT",NA,"token[w-1]=<U+393C><U+3E31>"
"25587","doc3216","planincubator","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=fmr","token[w-1]=fellow"
"15072","doc1893","gms","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=converting",NA
"429","doc61","corpse","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=future","token[w-1]=ufuf"
"26464","doc3343","reader","ADJ","Irrelavant","pos[w-1]=NUM","pos[w+1]=NOUN","token[w-1]=three","token[w-1]=things"
"7720","doc962","coolest","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=living","token[w-1]=city"
"26991","doc3404","fan","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=sharkey","token[w-1]=page"
"24709","doc3102","keep","VERB","Irrelavant","pos[w-1]=AUX","pos[w+1]=PRON","token[w-1]=got","token[w-1]=ur"
"19119","doc2400","weight","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=healthy","token[w-1]=lose"
"1562","doc205","proud","ADJ","Personality","pos[w-1]=VERB","pos[w+1]=ADJ","token[w-1]=selangor","token[w-1]=malaysian"
"6290","doc782","oil","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=olive","token[w-1]=soap"
"17536","doc2197","ufufufufuf","ADJ","Irrelavant","pos[w-1]=ADV",NA,"token[w-1]=whore",NA
"31207","doc3928","sports","NOUN","Hobbies","pos[w-1]=PUNCT","pos[w+1]=VERB","token[w-1]=<U+393C><U+3E35>","token[w-1]=talk"
"5797","doc724","nontoxic","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=company","token[w-1]=vegan"
"23852","doc2994","gamer","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=friend","token[w-1]=nerd"
"7482","doc937","actress","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=writer"
"25132","doc3153","nasty","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=zed","token[w-1]=c"
"29101","doc3671","dr","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=work","token[w-1]=claud"
"28291","doc3580","seri","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=tehsil","token[w-1]=officer"
"24503","doc3075","god","NOUN","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=made"
"17907","doc2245","country","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=loves","token[w-1]=kenya"
"11829","doc1473","coowner","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=business","token[w-1]=mother"
"30402","doc3825","minister","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=gospel",NA
"22081","doc2766","story","NOUN","Irrelavant","pos[w-1]=PRON","pos[w+1]=VERB","token[w-1]=everyone","token[w-1]=tell"
"16124","doc2017","life","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=loving",NA
"14871","doc1872","nowallever","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=trumpresign","token[w-1]=putinspuppet"
"10195","doc1264","golf","NOUN","Hobbies","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=head","token[w-1]=professional"
"11883","doc1481","smile","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=breath","token[w-1]=start"
"1835","doc237","u","PRON","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=thoughts",NA
"1968","doc259","proud","ADJ","Personality",NA,"pos[w+1]=ADJ",NA,"token[w-1]=indian"
"27076","doc3414","america","ADP","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=cult"
"7802","doc978","kimchi","X","Irrelavant",NA,"pos[w+1]=X",NA,"token[w-1]=lover"
"3563","doc445","cominggod","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=payday","token[w-1]=work"
"11261","doc1392","specialist","ADJ","Profession",NA,"pos[w+1]=ADJ",NA,"token[w-1]=professional"
"29343","doc3697","princess","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=portuguese","token[w-1]=count"
"19446","doc2442","uueueu","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=uufueuduub","token[w-1]=ueuuub"
"14633","doc1847","leo","X","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=former","token[w-1]=proud"
"16971","doc2130","thesnp","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=stuartmcdonald","token[w-1]=immigration"
"31256","doc3932","finance","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=interested","token[w-1]=technology"
"4811","doc604","let","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=world","token[w-1]=inspire"
"11272","doc1394","communication","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=teacher","token[w-1]=studies"
"13101","doc1645","volunteer","NOUN","Hobbies","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=mom","token[w-1]=hockey"
"7531","doc943","httpstcowoqsholxk","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=channel",NA
"21161","doc2656","moviescomedy","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=music","token[w-1]=politics"
"113","doc13","services","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=VERB","token[w-1]=professional","token[w-1]=erp"
"14997","doc1886","thehubbuk","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=managed",NA
"2134","doc276","mother","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=time","token[w-1]=threw"
"207","doc31","allah","NOUN","Religion","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=close","token[w-1]=needs"
"12350","doc1550","classy","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=sassy","token[w-1]=lover"
"28398","doc3595","education","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=physical","token[w-1]=sport"
"3736","doc469","obtain","ADV","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADV","token[w-1]=seek","token[w-1]=hard"
"15320","doc1925","still","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=bots","token[w-1]=resisting"
"7622","doc952","business","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=international","token[w-1]=business"
"29458","doc3713","blog","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=strange","token[w-1]=strange"
"27750","doc3503","father","NOUN","Irrelavant",NA,"pos[w+1]=NUM",NA,"token[w-1]=two"
"28722","doc3630","pradesh","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=assam","token[w-1]=congress"
"19939","doc2500","appreciates","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=girl","token[w-1]=little"
"22466","doc2821","speaker","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=advocate","token[w-1]=conqueror"
"10290","doc1278","husband","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=boys","token[w-1]=beautiful"
"2617","doc333","ufcel","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=sinceridad","token[w-1]=amor"
"28086","doc3545","solarinverter","ADJ","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=install","token[w-1]=batterys"
"8539","doc1065","hard","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=<U+393C><U+3E32>s","token[w-1]=mom"
"28039","doc3539","icwa","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=ca","token[w-1]=student"
"2608","doc331","political","ADJ","Profession","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=love","token[w-1]=mind"
"11408","doc1412","pr","NOUN","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=NOUN","token[w-1]=<U+623C><U+3E30>","token[w-1]=personnel"
"25655","doc3220","business","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=pilot","token[w-1]=leader"
"22987","doc2887","family","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=gaming",NA
"10888","doc1346","ua<U+613C><U+3E32>udubuucuuuubuucuuuuc","SYM","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=sf","token[w-1]=udfueudeueud"
"16839","doc2112","favourite","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=least","token[w-1]=libra"
"14505","doc1834","new","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=pakistan"
"12979","doc1627","interest","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=nothinghave","token[w-1]=politics"
"20614","doc2581","nurse","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=hubby","token[w-1]=ufuffduduufef"
"25105","doc3150","nt","PART","Irrelavant","pos[w-1]=AUX","pos[w+1]=ADV","token[w-1]=wo","token[w-1]=always"
"32","doc4","help","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PRON","token[w-1]=love","token[w-1]=anyone"
"27305","doc3443","vet","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=VERB","token[w-1]=old","token[w-1]=ashamed"
"27063","doc3411","neatoday","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=iowasea",NA
"30940","doc3894","kind","ADV","Personality","pos[w-1]=ADV","pos[w+1]=ADV","token[w-1]=well","token[w-1]=eh"
"3344","doc420","closed","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=pm","token[w-1]=major"
"507","doc69","ig","X","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=family","token[w-1]=iamadekolla"
"20572","doc2574","trader","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=cryptocurreny","token[w-1]=info"
"13894","doc1747","<U+393C><U+3E32>s","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=women","token[w-1]=soccer"
"29295","doc3689","creator","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=video",NA
"12485","doc1564","information","NOUN","Profession","pos[w-1]=PUNCT","pos[w+1]=PUNCT","token[w-1]=<U+393C><U+3E35>","token[w-1]=<U+393C><U+3E35>"
"753","doc99","uufef","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=veteran","token[w-1]=petermanningnyc"
"14513","doc1836","authoreditor","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=media","token[w-1]=mainly"
"20004","doc2507","lover","VERB","Irrelavant","pos[w-1]=AUX","pos[w+1]=NOUN","token[w-1]=avid","token[w-1]=things"
"7716","doc962","round","ADP","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=terriers","token[w-1]=world"
"13064","doc1636","vivir","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=jame",NA
"2302","doc298","can","AUX","Irrelavant","pos[w-1]=PRON",NA,"token[w-1]=someone",NA
"28090","doc3545","one","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=AUX","token[w-1]=bad","token[w-1]=can"
"3768","doc471","faire","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=savoir","token[w-1]=et"
"29074","doc3668","uufefnot","CCONJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=psychologistariesarsenal","token[w-1]=regular"
"12682","doc1589","follow","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADP","token[w-1]=snapkshirk","token[w-1]=insta"
"15479","doc1943","incentives","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=tax",NA
"13010","doc1630","empower","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=life","token[w-1]=encourage"
"13542","doc1701","bhimloyalty","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=bhimnative",NA
"10210","doc1266","uducuduuud","AUX","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=ufe","token[w-1]=udbucud"
"1708","doc222","freebuddha","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=ufcuffe",NA
"17881","doc2242","easy","ADJ","Irrelavant","pos[w-1]=X","pos[w+1]=VERB","token[w-1]=im","token[w-1]=going"
"11369","doc1407","mightiest","ADJ","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=even","token[w-1]=oak"
"12792","doc1603","christmas","PROPN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=recent","token[w-1]=draculas"
"7326","doc917","japanese","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=export","token[w-1]=second"
"3123","doc395","sing","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=try","token[w-1]=artist"
"15394","doc1933","political","ADJ","Profession","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=battle","token[w-1]=trenches"
"2697","doc341","lunar","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=earth","token[w-1]=night"
"30350","doc3822","planner","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=promoterevent","token[w-1]=motivational"
"15169","doc1907","music","NOUN","Hobbies","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=news","token[w-1]=entertainment"
"22540","doc2832","biochemist","NOUN","Profession",NA,NA,NA,NA
"9137","doc1144","im","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=bio"
"10049","doc1247","daughters","X","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=feminist","token[w-1]=granddaughters"
"31146","doc3920","auditor","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=external","token[w-1]=rsm"
"8375","doc1045","ufue","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=ucudubdeud","token[w-1]=sougofollow"
"11695","doc1454","awareness","NOUN","Irrelavant","pos[w-1]=PROPN","pos[w+1]=NOUN","token[w-1]=d","token[w-1]=raising"
"13052","doc1634","creation","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=value","token[w-1]=processes"
"30389","doc3824","feminist","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=linguist","token[w-1]=god"
"5799","doc724","cruelty","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=vegan","token[w-1]=free"
"10805","doc1337","foundation","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=heart","token[w-1]=funding"
"4633","doc581","paid","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PRON","token[w-1]=court","token[w-1]=kim"
"23691","doc2974","games","NOUN","Hobbies",NA,"pos[w+1]=NOUN",NA,"token[w-1]=celebrity"
"327","doc51","father","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NUM","token[w-1]=husband","token[w-1]=four"
"3685","doc464","good","ADJ","Personality","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=specialty","token[w-1]=story"
"13859","doc1742","body","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=breast","token[w-1]=transformations"
"9189","doc1151","christian","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=rapper"
"15009","doc1888","tolerance","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=fairness","token[w-1]=renewable"
"21306","doc2676","marketing","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=development","token[w-1]=ecco"
"5977","doc747","else","ADJ","Irrelavant","pos[w-1]=PRON",NA,"token[w-1]=something",NA
"1894","doc249","triplets","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=cutest","token[w-1]=small"
"15638","doc1962","information","NOUN","Profession",NA,"pos[w+1]=NOUN",NA,"token[w-1]=technology"
"22425","doc2812","advocatemt","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=childparent","token[w-1]=sinai"
"14810","doc1865","astronomy","NOUN","Hobbies","pos[w-1]=AUX","pos[w+1]=NOUN","token[w-1]=ai","token[w-1]=transhumanism"
"5779","doc721","lifestyle","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=coding","token[w-1]=professional"
"23284","doc2926","time","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=good","token[w-1]=ufdufd"
"17285","doc2166","besides","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=thought",NA
"16815","doc2108","states","PROPN","Irrelavant","pos[w-1]=PROPN","pos[w+1]=NOUN","token[w-1]=united","token[w-1]=peace"
"189","doc27","rabbitrun","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=hellovictoriag",NA
"17828","doc2239","nebraska","X","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=loved","token[w-1]=football"
"30209","doc3803","bdsm","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=masochist","token[w-1]=slave"
"15577","doc1956","media","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=wrigley","token[w-1]=group"
"18018","doc2260","owner","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=pet","token[w-1]=political"
"2618","doc333","amor","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=ufcel","token[w-1]=uf"
"16073","doc2011","ufuuau","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=ufufufufufufufufufufufufufufufufufufufufufufuu","token[w-1]=uuu"
"3487","doc438","kinda","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=impersonator","token[w-1]=left"
"21444","doc2693","personufbuf","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=loving",NA
"3342","doc420","monsat","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=hours","token[w-1]=pm"
"30086","doc3790","teacher","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=sentimentalist","token[w-1]=father"
"21372","doc2686","politics","NOUN","Hobbies",NA,"pos[w+1]=NOUN",NA,"token[w-1]=depress"
"20417","doc2554","ltd","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NUM","token[w-1]=publishers","token[w-1]=one"
"1704","doc221","express","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=post",NA
"19437","doc2442","uuufuuueue","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=uueuducu","token[w-1]=uufueuuueu"
"9213","doc1152","presenter","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=ADP","token[w-1]=tv","token[w-1]=round"
"2756","doc351","just","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=boys","token[w-1]=adore"
"29176","doc3677","people","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=DET","token[w-1]=incredible","token[w-1]=every"
"18102","doc2271","single","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=cambridgeshire","token[w-1]=dad"
"7345","doc918","call","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PRON","token[w-1]=development","token[w-1]=us"
"12846","doc1608","activism","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=provocative","token[w-1]=art"
"5442","doc677","clothes","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=living","token[w-1]=whips"
"11289","doc1395","families","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=millions","token[w-1]=worldwide"
"1798","doc232","us","PRON","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADJ","token[w-1]=make","token[w-1]=strong"
"11480","doc1419","floral","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=lover","token[w-1]=prints"
"9800","doc1217","life","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=music","token[w-1]=yehufb"
"9373","doc1169","minnesota","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=congresswoman",NA
"4668","doc588","adjunct","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=montanahightech","token[w-1]=management"
"20725","doc2594","reinvent","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=easier","token[w-1]=fun"
"1899","doc249","best","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=husband","token[w-1]=wife"
"9083","doc1136","nationz","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=artistry","token[w-1]=artist"
"24052","doc3018","im","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=meufdufdufufdufdufdufufdufdufufufuf"
"25730","doc3231","loveuf","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=spread",NA
"127","doc14","put","VERB","Irrelavant","pos[w-1]=AUX","pos[w+1]=PROPN","token[w-1]=godl","token[w-1]=god"
"1534","doc202","ico","X","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=eos","token[w-1]=exchange"
"7010","doc872","seasoned","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=analylis<U+613C><U+3E32>t","token[w-1]=banker"
"19032","doc2387","gym","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=go","token[w-1]=busy"
"23","doc3","follower","VERB","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=living"
"16050","doc2007","uganda","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=ict","token[w-1]=naiec"
"7760","doc968","lifes","ADP","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=back","token[w-1]=moneygod"
"19694","doc2470","director","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=theatre","token[w-1]=feminist"
"29112","doc3672","posting","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=continue","token[w-1]=things"
"22864","doc2874","believes","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=person","token[w-1]=people"
"30451","doc3834","big","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=human","token[w-1]=heart"
"17428","doc2184","ufa","X","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=smiles",NA
